#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
Even4;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella	-0.102356754147	0.0762235258344	0.018473537095	-0.00132628507547	-0.00380603370597	0.00227302124053	-0.00314480595553	-0.000890172477893	-0.000903934367856	-0.00377428918155	-0.000400876986618	0.00139617670875	0.000524019391996	-4.47587082597e-07	0.000113608880102	-3.50334715736e-05	4.20766162153e-05	-8.33926628776e-06	2.69313798226e-05	-9.95407839268e-06	1.56161729382e-05	3.1910624457e-06	-3.9319540793e-06	-4.91283319295e-06	-2.62545557562e-06	-5.98517315125e-07	5.28075770963e-10	5.72363170154e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712671e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__BF311	-0.076588776987	-0.0513168221823	-0.0188934968677	-0.0127071220745	-0.029030881289	0.00935799867712	-0.0114456619634	-0.00337445919571	-0.00374566679653	-0.000814669121748	0.000372728022682	-0.000268192409957	3.31934761912e-05	0.000386598911913	-0.000135611908521	-7.81923181276e-05	-0.000201532716412	-9.79603511439e-05	-3.0713818122e-05	-0.00020326428844	5.62651944527e-05	6.13409741158e-06	-1.1134266726e-05	-1.85940527679e-05	-8.50651003633e-07	1.1662692528e-06	5.28075770967e-10	5.72363170159e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712669e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas	-0.076588776987	-0.0513168221823	-0.0188934968677	-0.0127071220745	-0.029030881289	0.00935799867712	-0.0114456619634	-0.00337445919571	-0.00374566679653	-0.000814669121748	0.000372728022682	-0.000268192409957	3.31934761912e-05	0.000386598911913	-0.000135611908521	-7.81923181276e-05	-0.000201532716412	-9.79603511439e-05	-3.0713818122e-05	-0.00020326428844	5.62651944527e-05	6.13409741158e-06	-1.1134266726e-05	-1.85940527679e-05	-8.50651003633e-07	1.1662692528e-06	5.28075770967e-10	5.72363170159e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712669e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Alkaliphilus	-0.0754031813511	-1.37061188088e-05	-0.0180778324507	0.0179754752303	-0.0253382295187	0.0110872963635	-0.0110101165528	-0.00162830762454	-0.00358514003091	-0.00430464160882	0.000619726962174	0.00129104319386	-0.000375625578963	-0.000473590403008	-1.96131238992e-05	6.81245122812e-05	0.000145054513311	-0.00025238942081	-0.000102546213297	9.4685100158e-06	-0.000154103480715	1.60857932969e-05	-2.04425850286e-05	-1.76571253182e-05	-3.80806063283e-08	9.92688303326e-07	5.28075770964e-10	5.72363170161e-10	-2.33693375861e-10	-5.30905339198e-10	5.8033971267e-11
Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other;Other	-0.0624338949499	-0.0566560738956	-0.0246658107421	-0.00758830333692	-0.0325378693622	0.0115173639874	-0.0157780295745	-1.89553107847e-05	-0.00994740133823	0.0109223418981	0.0038514347242	-0.00426725704425	-0.0043712625023	-0.00225878462053	-0.000760060988754	0.000479401613172	0.000331615120634	-0.000970052135234	-0.00058158798287	9.3770055566e-05	-0.000716338561256	4.8084881984e-05	-5.93178010471e-05	-4.10773776791e-05	1.62537103787e-05	7.74243666699e-06	5.28075770967e-10	5.72363170186e-10	-2.33693375857e-10	-5.30905339201e-10	5.80339712682e-11
Even1;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	-0.0839879996912	0.142062422756	0.0118357313066	0.0525663586419	0.00197607588185	0.0059999159843	-0.0016283723327	0.00248643408517	0.000557121306298	-0.000623386968131	-0.000314053407382	0.000901954606753	-0.000621728871341	-0.000144245054056	-3.28875482236e-05	-4.93152308638e-06	1.35735090674e-06	-1.91536498909e-06	-6.41882425682e-06	7.85177796106e-06	-2.15110168245e-06	4.74402232916e-08	2.76055352099e-06	1.62799322365e-06	9.92302145763e-08	1.07844382498e-07	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.8033971267e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella	-0.0913686104199	-0.0293147051144	-0.0130029957255	-0.00914418119496	-0.0280300607904	0.00884482191513	-0.0106734793512	-0.00460387402016	-0.00245715022436	-0.0119455077824	-0.000560787086353	0.00369426358811	0.00181684146539	0.000204406211456	0.000503963530613	-0.000249785175151	4.89547313124e-05	2.44691424081e-06	-0.000160287441953	-0.000149867177567	-7.90812868612e-06	-0.000318956193874	-0.000119806311766	0.00010264475463	-7.63701524123e-05	-3.65525028862e-05	5.28075770863e-10	5.72363170047e-10	-2.33693375858e-10	-5.30905339164e-10	5.80339712618e-11
Even3;k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.0100388338619	-0.0488699792523	-0.0367002482244	0.00625486415902	0.00571223706403	-0.00271956787238	0.00158344253238	-0.00158987644975	0.00315344959761	0.00178296402296	0.000462444879398	-0.00518079010342	0.00383704552	0.00149875137332	-1.21477962024e-05	-0.00012380755676	0.000888710242003	-0.000152279832134	-8.80501837461e-05	0.000418033839404	-0.000122864848304	-5.40139690212e-06	0.000103540836526	9.14430753988e-05	9.56308286877e-06	2.72138980973e-06	5.28075770979e-10	5.72363170158e-10	-2.33693375867e-10	-5.30905339199e-10	5.80339712658e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Alkaliphilus	-0.0754031813511	-1.37061188088e-05	-0.0180778324507	0.0179754752303	-0.0253382295187	0.0110872963635	-0.0110101165528	-0.00162830762454	-0.00358514003091	-0.00430464160882	0.000619726962174	0.00129104319386	-0.000375625578963	-0.000473590403008	-1.96131238992e-05	6.81245122812e-05	0.000145054513311	-0.00025238942081	-0.000102546213297	9.4685100158e-06	-0.000154103480715	1.60857932969e-05	-2.04425850286e-05	-1.76571253182e-05	-3.80806063283e-08	9.92688303326e-07	5.28075770964e-10	5.72363170161e-10	-2.33693375861e-10	-5.30905339198e-10	5.8033971267e-11
Even3;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11;g__	-0.105951873861	0.137518250849	0.0337963648264	0.00879011031389	0.00912797210172	-0.000641770082902	0.000921398721176	0.00136035159669	7.46549954743e-05	0.000691851272677	-0.00033022748275	0.000230484358994	-0.000239489089278	-0.000132526012775	-1.5261221058e-05	-2.87843311056e-06	1.31890661408e-06	-2.76964262382e-06	-4.7328203242e-06	2.96181568669e-06	-2.1107973468e-06	5.37755009104e-07	1.07825959754e-06	7.69090503118e-07	1.62731769316e-07	8.23169566843e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712673e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia	-0.0951665147177	-0.0463659241941	-0.0121721183679	-0.0215590758542	-0.0296740453213	0.0081026038874	-0.011277215309	-0.00539122062706	-0.00286111309452	-0.01270657009	-0.000542175994355	0.00372756140826	0.00205103635454	0.000263709264302	0.000371349082423	-9.93435484997e-05	0.000123592035418	-1.94785136156e-05	9.02597801163e-05	-3.57858665514e-05	5.10701135082e-05	8.49767731888e-06	-1.3952381433e-05	-1.62766805851e-05	-8.2018302655e-06	-1.96018585874e-06	5.2807577096e-10	5.72363170151e-10	-2.33693375862e-10	-5.30905339196e-10	5.80339712667e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae;g__Halothiobacillus	-0.0951665147177	-0.0463659241941	-0.0121721183679	-0.0215590758542	-0.0296740453213	0.0081026038874	-0.011277215309	-0.00539122062706	-0.00286111309452	-0.01270657009	-0.000542175994355	0.00372756140826	0.00205103635454	0.000263709264302	0.000371349082423	-9.93435484997e-05	0.000123592035418	-1.94785136156e-05	9.02597801163e-05	-3.57858665514e-05	5.10701135082e-05	8.49767731888e-06	-1.3952381433e-05	-1.62766805851e-05	-8.2018302655e-06	-1.96018585874e-06	5.2807577096e-10	5.72363170151e-10	-2.33693375862e-10	-5.30905339196e-10	5.80339712667e-11
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__BF311	-0.076588776987	-0.0513168221823	-0.0188934968677	-0.0127071220745	-0.029030881289	0.00935799867712	-0.0114456619634	-0.00337445919571	-0.00374566679653	-0.000814669121748	0.000372728022682	-0.000268192409957	3.31934761912e-05	0.000386598911913	-0.000135611908521	-7.81923181276e-05	-0.000201532716412	-9.79603511439e-05	-3.0713818122e-05	-0.00020326428844	5.62651944527e-05	6.13409741158e-06	-1.1134266726e-05	-1.85940527679e-05	-8.50651003633e-07	1.1662692528e-06	5.28075770967e-10	5.72363170159e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712669e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Arsenophonus	-0.0926413203266	-0.0471217164008	-0.013002581111	-0.0204518280263	-0.0299713320586	0.00839612618392	-0.0114309602253	-0.00513267145553	-0.00343560496127	-0.0109001421138	-0.000268947277384	0.00312297957151	0.00143787573291	0.000108385136386	0.00043570576071	-0.000332895912273	7.11360282447e-05	0.000155218049501	-0.000160410890321	-0.000101363453766	-0.000112592072584	-0.000400930356855	-8.12282127803e-05	-2.39159574698e-05	3.92799635716e-05	1.02763240092e-06	5.28075770971e-10	5.72363170152e-10	-2.3369337586e-10	-5.30905339199e-10	5.80339712681e-11
Even1;k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.0641648121521	-0.0439195973239	-0.0423917035576	0.00214559818814	0.0233259469384	-0.00677486197286	-0.00112857999322	0.003283537561	-0.00195550543067	-8.72353682062e-05	0.00338240228489	-0.00157563591999	0.00156975243748	-6.45014675793e-05	8.86336221862e-05	0.000378239893491	0.000323584914821	-0.000174233611451	-8.76934011382e-05	-1.31469600875e-05	1.24801465558e-05	-1.16910138922e-05	4.07060051346e-05	2.52249010939e-05	5.06485212946e-06	2.86356557883e-06	5.28075770975e-10	5.72363170161e-10	-2.33693375865e-10	-5.30905339199e-10	5.80339712666e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	-0.088748965752	-0.0480208454144	-0.0144628508266	-0.0179519809154	-0.0290145850536	0.0085049802215	-0.0106029577149	-0.00505287440527	-0.00223171659655	-0.00869119043305	-0.000624592445097	0.00243643195773	0.00182086672596	0.000747220928465	0.000518252875162	-0.000405537335705	-0.000159796802526	0.000120472908087	-0.00020684101282	-0.000235705925988	-9.72064918551e-05	-0.000497664129996	-7.99393637332e-05	-7.30925280447e-05	8.05877971806e-05	4.17393108187e-05	5.28075771054e-10	5.72363170259e-10	-2.33693375861e-10	-5.30905339227e-10	5.80339712717e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Sodalis	-0.0786797400256	-0.0509020454311	-0.0181961838563	-0.0138512210583	-0.0294666373016	0.00932605101629	-0.0118088869	-0.0034360972846	-0.00414863289996	-0.00190983193235	0.000522627901541	9.47569538743e-05	-3.31089425664e-07	0.00012376592758	-0.000100205281098	-3.13476389862e-05	-9.39511399845e-05	-0.00016297199742	-5.87980879648e-05	-0.000145810544096	-1.49160707835e-05	1.03775469013e-05	-1.60269725201e-05	-2.02166509993e-05	-6.32287107397e-07	1.19565627017e-06	5.28075770966e-10	5.7236317016e-10	-2.33693375862e-10	-5.30905339198e-10	5.8033971267e-11
Even4;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	-0.0945306592929	0.139881220241	0.0223768353961	0.0315537594444	0.0054089860674	0.00281190667204	-0.00040448222684	0.0019459144907	0.000325537477102	7.92738745785e-06	-0.000321816963558	0.000579648887828	-0.00043825377595	-0.000138619914241	-2.44269111841e-05	-3.94603989798e-06	1.33889764626e-06	-2.32541825376e-06	-5.60954236917e-06	5.50459606936e-06	-2.13175560134e-06	2.82791320482e-07	1.95305243774e-06	1.21571991779e-06	1.29710960852e-07	9.55912181073e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712672e-11
Even4;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia	-0.0951665147177	-0.0463659241941	-0.0121721183679	-0.0215590758542	-0.0296740453213	0.0081026038874	-0.011277215309	-0.00539122062706	-0.00286111309452	-0.01270657009	-0.000542175994355	0.00372756140826	0.00205103635454	0.000263709264302	0.000371349082423	-9.93435484997e-05	0.000123592035418	-1.94785136156e-05	9.02597801163e-05	-3.57858665514e-05	5.10701135082e-05	8.49767731888e-06	-1.3952381433e-05	-1.62766805851e-05	-8.2018302655e-06	-1.96018585874e-06	5.28075770961e-10	5.72363170151e-10	-2.33693375862e-10	-5.30905339196e-10	5.80339712667e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella	-0.0800677742665	-0.0506320446839	-0.0175150414354	-0.0153622603978	-0.030483446	0.00939093126023	-0.0126969884354	-0.00327055083388	-0.0057886352252	-0.00256806595217	0.00106666593128	0.000248359715747	-0.000888140829965	-0.00057962345798	-0.000231299950579	-7.21226108464e-05	8.76959112974e-05	3.98728770841e-05	-1.10199350917e-05	2.66191485083e-05	1.36295333343e-05	-4.66968412922e-06	1.29256468523e-05	6.67352680536e-06	-8.98267079486e-07	-5.99629346679e-09	5.28075770967e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator	-0.114109884267	0.135830415569	0.0419531715623	-0.00746963906505	0.0117843906977	-0.00310868205072	0.00186845654119	0.000942092386681	-0.000104546777117	0.00118036833355	-0.000336234996458	-1.89188758874e-05	-9.75143130834e-05	-0.000128173226013	-8.71429953935e-06	-2.11585683382e-06	1.30462730537e-06	-3.0869457453e-06	-4.10659029209e-06	1.14554398479e-06	-2.09582716498e-06	7.19871929549e-07	4.53407568831e-07	4.50069492636e-07	1.86318061077e-07	7.28353413821e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712674e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella	-0.0954184017914	-0.0463287815832	-0.0120222065256	-0.021692041877	-0.0297979753352	0.00810369888878	-0.0111463815733	-0.00545073498082	-0.00281774237941	-0.012823387747	-0.000586750152977	0.00385787850096	0.00210733232139	0.000239396852558	0.000557778121308	-0.00027279171878	5.34819569826e-05	2.73219376598e-06	-0.000174684681134	-0.000165633167583	-8.45027535913e-06	-0.000349262777725	-0.000131735696106	0.000112134518159	-8.36432743304e-05	-4.00478544243e-05	5.28075770853e-10	5.72363170037e-10	-2.33693375858e-10	-5.30905339161e-10	5.80339712613e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator	-0.11737308843	0.135155281457	0.0452158942567	-0.0139735388166	0.012846958136	-0.00409544683784	0.00224727966919	0.000774788702679	-0.000176227486154	0.0013757751579	-0.000338638001941	-0.00011868016984	-4.07244026058e-05	-0.000126432111309	-6.0955309319e-06	-1.81082632313e-06	1.29891558189e-06	-3.21386699388e-06	-3.85609827924e-06	4.19035304033e-07	-2.08983909226e-06	7.92718697726e-07	2.03466757348e-07	3.22461088444e-07	1.95752577781e-07	6.90426952613e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712674e-11
Even4;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other;Other	-0.00942159414834	-0.0535867984113	-0.0484985292862	-0.000586434202965	-0.00435868578654	-0.00790436145189	0.00847083053024	0.00214910740125	0.00402436232343	0.00294596489044	-0.00202195353743	-0.000721243324569	-0.000569109518798	0.00162352749147	-0.000429112268521	-0.00011402233756	-0.000253018623882	2.29443354259e-05	0.000301818192344	9.38187598122e-05	0.000101521664801	-5.19341702483e-05	1.2259780671e-05	2.85385894045e-05	5.88320068819e-06	-1.80383986973e-06	5.28075770968e-10	5.72363170146e-10	-2.33693375865e-10	-5.30905339197e-10	5.80339712662e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16;g__	-0.068626946475	-0.0517775150842	-0.0232152932632	-0.010612738609	-0.0256556231411	0.00686606864565	-0.00794964204518	-0.00290236114679	-0.000958594273468	-0.000575324029796	-0.000492454756714	-0.000324659788453	0.000881599199998	0.000280752101905	6.14109925827e-05	-0.000323853274866	-5.15919561142e-05	-0.00021563019413	-7.98467768551e-06	-6.46861013492e-05	-6.24509737864e-05	1.70125569991e-05	-1.90123669832e-05	-1.52698750357e-05	-2.2128110959e-07	5.93341156604e-07	5.28075770964e-10	5.72363170159e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712669e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__	-0.111410034804	0.072454654321	0.0297737150871	-0.0250669204964	7.97032763816e-06	-0.00118497958718	-0.00217169537613	-0.000943879547207	-0.00197005804119	-0.000388939088175	7.79569607865e-05	0.000119902959766	3.12802819828e-05	-0.000273953683768	-1.91924988833e-06	3.04577761537e-05	6.51680800924e-05	-0.000114452140212	-4.67442360147e-05	1.61571252852e-06	-6.96281706417e-05	7.87293372917e-06	-9.9445483033e-06	-8.16472110858e-06	1.2851650536e-07	4.64802675042e-07	5.28075770963e-10	5.72363170158e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712674e-11
Even4;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other;Other	-0.0624338949499	-0.0566560738956	-0.0246658107421	-0.00758830333692	-0.0325378693622	0.0115173639874	-0.0157780295745	-1.89553107847e-05	-0.00994740133823	0.0109223418981	0.0038514347242	-0.00426725704425	-0.0043712625023	-0.00225878462053	-0.000760060988754	0.000479401613172	0.000331615120634	-0.000970052135234	-0.00058158798287	9.3770055566e-05	-0.000716338561256	4.8084881984e-05	-5.93178010471e-05	-4.10773776791e-05	1.62537103787e-05	7.74243666699e-06	5.28075770967e-10	5.72363170186e-10	-2.33693375857e-10	-5.30905339201e-10	5.80339712682e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__	-0.0898979637417	-0.048220147863	-0.0142958496174	-0.0193839664053	-0.0303042732087	0.00868693371433	-0.0121011177965	-0.00434381737261	-0.00401725598787	-0.00870194404661	0.000294396974449	0.00254074861666	0.00120438997999	-0.000259145366895	0.000381490112924	7.10665220015e-05	0.000132615183543	-0.000491545891477	-0.000145716865258	-1.40042735592e-05	-1.24194243381e-05	-2.76032805884e-05	4.14031322317e-05	7.28296538793e-05	-1.83783218665e-06	-1.33022198083e-06	5.28075770962e-10	5.72363170149e-10	-2.33693375864e-10	-5.30905339195e-10	5.80339712659e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__	-0.124987231476	0.133579968529	0.0528289138769	-0.0291493049037	0.0153262821589	-0.0063978980078	0.0031312003012	0.000384413440005	-0.000343482473906	0.00183172441471	-0.000344245014735	-0.000351456522396	9.17853885094e-05	-0.000122369510331	1.49291521808e-08	-1.09908846484e-06	1.28558822711e-06	-3.51001657393e-06	-3.27161691594e-06	-1.27615161775e-06	-2.07586692256e-06	9.62694490141e-07	-3.79728469449e-07	2.47081453271e-08	2.17766450091e-07	6.01931876459e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712675e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Yersinia	-0.0901354842551	-0.0481284217663	-0.0142077445794	-0.0194774512148	-0.030251535423	0.00865600661796	-0.0120784124659	-0.00438954685646	-0.00396325436955	-0.00889426894516	0.000257404843241	0.00258263606474	0.00124006147862	-0.00022778790024	0.000351520210442	8.94841241246e-05	0.000143210293395	-0.000470207193807	-9.146370583e-05	5.35153223566e-06	3.2008642247e-07	3.07852627297e-05	5.70870496188e-05	4.78643943688e-05	9.7390275037e-06	4.65046443072e-06	5.28075770979e-10	5.72363170167e-10	-2.33693375865e-10	-5.30905339201e-10	5.80339712668e-11
Even3;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other;Other	-0.0624338949499	-0.0566560738956	-0.0246658107421	-0.00758830333692	-0.0325378693622	0.0115173639874	-0.0157780295745	-1.89553107847e-05	-0.00994740133823	0.0109223418981	0.0038514347242	-0.00426725704425	-0.0043712625023	-0.00225878462053	-0.000760060988754	0.000479401613172	0.000331615120634	-0.000970052135234	-0.00058158798287	9.3770055566e-05	-0.000716338561256	4.8084881984e-05	-5.93178010471e-05	-4.10773776791e-05	1.62537103787e-05	7.74243666699e-06	5.28075770967e-10	5.72363170186e-10	-2.33693375857e-10	-5.30905339201e-10	5.80339712682e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Sodalis	-0.0842556414618	-0.0497959740946	-0.0163366824927	-0.0169021516818	-0.030628653335	0.00924085725407	-0.0127774867308	-0.00360046552163	-0.00522320917576	-0.00483026609395	0.00092236091183	0.00106262192409	-8.97299310706e-05	-0.000577122030642	-5.78760796937e-06	9.35715053909e-05	0.000192933063823	-0.000336336387489	-0.000133689474212	7.39944082106e-06	-0.00020473277808	2.16934122072e-05	-2.9074187971e-05	-2.45435796164e-05	-4.99833841019e-08	1.27402164984e-06	5.28075770963e-10	5.72363170162e-10	-2.3369337586e-10	-5.30905339198e-10	5.80339712672e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__;g__	-0.124987231476	0.133579968529	0.0528289138769	-0.0291493049037	0.0153262821589	-0.0063978980078	0.0031312003012	0.000384413440005	-0.000343482473906	0.00183172441471	-0.000344245014735	-0.000351456522396	9.17853885094e-05	-0.000122369510331	1.49291521808e-08	-1.09908846484e-06	1.28558822711e-06	-3.51001657393e-06	-3.27161691594e-06	-1.27615161775e-06	-2.07586692256e-06	9.62694490141e-07	-3.79728469449e-07	2.47081453271e-08	2.17766450091e-07	6.01931876459e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712675e-11
Even3;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	-0.0800052421846	0.0189117825058	-0.015727179947	0.0263750598685	-0.0230158623499	0.0109472223334	-0.00928994136363	-0.00225395904572	-0.00142967720368	-0.00952457623427	-0.000491790157338	0.00324982835996	0.000994428888846	0.000133635238886	0.000400382532949	-0.000228118631884	3.0209232998e-05	5.49799295619e-05	-9.57000169834e-05	-5.58284242791e-05	-5.32072356351e-06	-0.000268567330409	-1.12408365288e-05	1.84027346477e-06	4.27924654968e-05	6.33968015652e-06	5.28075770988e-10	5.72363170166e-10	-2.33693375863e-10	-5.30905339204e-10	5.80339712681e-11
Even3;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	-0.0951665147177	-0.0463659241941	-0.0121721183679	-0.0215590758542	-0.0296740453213	0.0081026038874	-0.011277215309	-0.00539122062706	-0.00286111309452	-0.01270657009	-0.000542175994355	0.00372756140826	0.00205103635454	0.000263709264302	0.000371349082423	-9.93435484997e-05	0.000123592035418	-1.94785136156e-05	9.02597801163e-05	-3.57858665514e-05	5.10701135082e-05	8.49767731888e-06	-1.3952381433e-05	-1.62766805851e-05	-8.2018302655e-06	-1.96018585874e-06	5.28075770961e-10	5.72363170151e-10	-2.33693375862e-10	-5.30905339196e-10	5.80339712667e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae;g__Halothiobacillus	-0.0951665147177	-0.0463659241941	-0.0121721183679	-0.0215590758542	-0.0296740453213	0.0081026038874	-0.011277215309	-0.00539122062706	-0.00286111309452	-0.01270657009	-0.000542175994355	0.00372756140826	0.00205103635454	0.000263709264302	0.000371349082423	-9.93435484997e-05	0.000123592035418	-1.94785136156e-05	9.02597801163e-05	-3.57858665514e-05	5.10701135082e-05	8.49767731888e-06	-1.3952381433e-05	-1.62766805851e-05	-8.2018302655e-06	-1.96018585874e-06	5.28075770961e-10	5.72363170151e-10	-2.33693375862e-10	-5.30905339196e-10	5.80339712667e-11
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];Other	-0.017139285972	-0.052859534718	-0.0458884946124	-0.00362651032986	-0.00967836888775	-0.00693453573622	0.00557597688573	0.00260429095697	0.000691162497983	0.00208098624096	-0.00160064947605	-0.000811117195137	-0.00300460062741	-0.000801319432335	0.000829385467637	0.00153651761052	0.000812853932595	-0.000926509002629	0.000967079681729	-0.000229343013321	0.00026412956203	-0.000101139800313	2.23081190734e-05	-6.1122599713e-05	2.71512780998e-05	1.00266755623e-05	5.28075771003e-10	5.72363170179e-10	-2.33693375864e-10	-5.30905339209e-10	5.80339712687e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other	-0.0423629587425	-0.0556482208351	-0.0353927335288	-0.00195446876361	-0.0192470042004	0.00262034268868	-0.00129127983532	-0.00155455502034	0.00186841129488	0.00640344267654	-0.00118805066065	-0.00370549041487	-0.00110123039794	-0.000682873805551	-0.000160291057294	-0.000189198316445	-0.000257237079563	-0.000327775565097	-0.000125829466188	0.000157093129991	-0.000104413072361	3.12727388306e-05	5.60558011061e-05	6.83737541928e-05	2.01094568614e-05	5.20559025311e-06	5.28075770981e-10	5.72363170167e-10	-2.33693375866e-10	-5.30905339201e-10	5.80339712665e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	-0.0729959717494	-0.0521144771108	-0.0201229910835	-0.0108147041572	-0.0277878815492	0.00901099633584	-0.0103624843158	-0.00301563490497	-0.0020897980752	0.000642889476113	-9.32814503259e-05	-0.000452152597473	0.000956159219701	0.00109017223018	0.000230912530544	0.000109838206349	-0.000104630393869	4.66915434599e-05	2.93419109167e-05	1.04030380609e-05	5.14769352969e-06	8.1997645101e-07	-8.24534157726e-06	-1.03852029284e-06	5.12275190149e-07	-5.61742434491e-07	5.28075770964e-10	5.72363170154e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
