dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ603607	Root;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;Physalospora;Physalospora_vaccinii	Root;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;Physalospora;Physalospora_vaccinii	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ798605	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis;Pestalotiopsis_microspora	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ699628	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca;Caloplaca_crenulatella	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JF923600	Root;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina	Root;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina;Ramalina_conduplicans	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ205452	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_asperellum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF081003	Unassigned	Root;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Morchella;Morchella_crassipes	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ262500	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;Aspergillus_tubingensis	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JF908673	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_anthracina	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ664849	Unassigned	Root;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Verrucaria;Verrucaria_elaeina	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U85317	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Leucoagaricus;Leucoagaricus_americanus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU819527	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_alboviolaceus	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU819526	Root;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae	Root;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Byssocorticium;Byssocorticium_atrovirens	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU819525	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_scruposum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY129348	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Panaeolus;Panaeolus_sphinctrinus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ589220	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Inonotus;Inonotus_porrectus	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Inonotus;Inonotus_porrectus	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU188276	Root;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia	Root;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia;Orbilia_luteorubella	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ401560	Unassigned	Root;Ascomycota;Lecanoromycetes;Lecanorales;Hymeneliaceae;Aspicilia;Aspicilia_calcarea	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU520144	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Agaricales;Coprinaceae;Coprinus;Coprinus_silvaticus	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF569591	Root;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus	Root;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;Cryptococcus_aureus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FN868479	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Truncatella;Truncatella_angustata	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Truncatella;Truncatella_angustata	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU697272	Unassigned	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Truncocolumella;Truncocolumella_rubra	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ481033	Root;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae	Root;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Vascellum;Vascellum_pratense	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ974704	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;Boletus_zelleri	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ481036	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Nectria;Nectria_lugdunensis	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Neonectria;Neonectria_radicicola	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ974701	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_saponaceum	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_saponaceum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ481038	Root;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Panellus;Panellus_stypticus	Root;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Panellus;Panellus_stypticus	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU784297	Root;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe_colemanniana	Root;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe_colemanniana	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ243798	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Valsa;Valsa_japonica	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora_variostromatica	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU968423	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Albonectria;Albonectria_rigidiuscula	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ379273	Root;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Volvariella;Volvariella_volvacea	Root;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Volvariella;Volvariella_volvacea	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY487975	Unassigned	Root;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Sphaerobolus;Sphaerobolus_stellatus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ631942	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Nemania	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Nemania;Nemania_serpens	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF391038	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Melanophyllum;Melanophyllum_haematospermum	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Melanophyllum;Melanophyllum_haematospermum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ066710	Root;Ascomycota;Lecanoromycetes;Peltigerales;Nephromataceae;Nephroma;Nephroma_resupinatum	Root;Ascomycota;Lecanoromycetes;Peltigerales;Nephromataceae;Nephroma;Nephroma_resupinatum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF518760	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus_dictyopus	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus_dictyopus	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU696874	Unassigned	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora_ganbajun	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ267473	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe;Inocybe_lacera	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF072224	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Ahtiana;Ahtiana_sphaerosporella	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ464595	Root;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota	Root;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Pholiota_adiposa	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ267477	Root;Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria	Root;Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria;Laccaria_proxima	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY884183	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_australe	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JF800094	Unassigned	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;Hypogymnia_physodes	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF454425	Root;Basidiomycota;Agaricomycetes;Russulales;Auriscalpiaceae;Artomyces	Root;Basidiomycota;Agaricomycetes;Russulales;Auriscalpiaceae;Artomyces;Artomyces_stephenii	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU980122	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Hymenopellis_chiangmaiae;Hymenopellis_chiangmaiae	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY245632	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Cordyceps;Cordyceps_memorabilis	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Cordyceps;Cordyceps_memorabilis	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY461814	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Agaricales;Coprinaceae;Coprinus;Coprinus_cordisporus	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF224348	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;Xanthoria_sorediata	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;Xanthoria_sorediata	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU598154	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius_corrugis	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ872075	Root;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae	Root;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Chromelosporium;Chromelosporium_carneum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	L54085	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus_cavipes	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU784279	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe_aurantiosplendens	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF485069	Root;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Urnula;Urnula_craterium	Root;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Strumella;Strumella_coryneoidea	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ403472	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;Coprinopsis_strossmayeri	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;Coprinopsis_strossmayeri	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JN942765	Unassigned	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Otidea;Otidea_bufonia	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FM205695	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_puberulum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	UDB002375	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius_flexuosus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ501577	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_lucidum	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_lucidum/Ganoderma_lucidum_fusant	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	UDB003311	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU118639	Unassigned	Root;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Laetisaria;Laetisaria_fuciformis	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF010914	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Golovinomyces	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Golovinomyces;Golovinomyces_cichoracearum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB481269	Root;Ascomycota	Root;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Lachnum;Lachnum_virgineum	underclassification	2
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JN192386	Root;Ascomycota;Dothideomycetes	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Cochliobolus;Cochliobolus_ravenelii	underclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU056944	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_caroviolaceus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB481261	Root;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Incrucipulum	Root;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Incrucipulum;Incrucipulum_radiatum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ355959	Unassigned	Root;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Meripilus;Meripilus_giganteus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB481265	Root;Ascomycota	Root;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Lachnum;Lachnum_soppittii	underclassification	2
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU266501	Root;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Dioszegia;Dioszegia_hungarica	Root;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Dioszegia;Dioszegia_hungarica	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ897717	Unassigned	Root;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Arthroderma;Microsporum_gypseum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ974759	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_exalbicans	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ650618	Root;Ascomycota;Lecanoromycetes;Lecanorales;Psoraceae;Protoblastenia;Protoblastenia_calvella	Root;Ascomycota;Lecanoromycetes;Lecanorales;Psoraceae;Protoblastenia;Protoblastenia_calva	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ388878	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_aestivum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ225484	Unassigned	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus_umbellatus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY618668	Unassigned	Root;Basidiomycota;Agaricomycetes;Polyporales;Hyphodermataceae;Hyphoderma;Hyphoderma_praetermissum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY176459	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Cystolepiota;Cystolepiota_hetieri	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ925392	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_pseudoinculta	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HM028640	Root;Ascomycota	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Botryosphaeria;Botryosphaeria_stevensii	underclassification	2
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY176453	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Limacella;Limacella_glioderma	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JF908381	Root;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_alba	Root;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_alba	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ486032	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_huidongense	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JF796259	Root;Ascomycota;Sordariomycetes;Phyllachorales;Phyllachoraceae;Colletotrichum;Colletotrichum_capsici	Root;Ascomycota;Sordariomycetes;Phyllachorales;Phyllachoraceae;Colletotrichum;Colletotrichum_capsici	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FR716676	Root;Ascomycota;Dothideomycetes	Root;Ascomycota;Dothideomycetes;Scleroramularia_abundans;Scleroramularia_abundans;Scleroramularia_abundans;Scleroramularia_abundans	underclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ637330	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocrea;Hypocrea_schweinitzii	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FM163198	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Parasola	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Parasola;Parasola_lilatincta	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB015682	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_rubescens	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY265221	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Porodaedalea_pini	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JN596330	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_mastoporum	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_mastoporum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ328047	Root;Ascomycota;Dothideomycetes	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Epicoccum;Epicoccum_sorghi	underclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HM577230	Unassigned	Root;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Rhizoplaca;Rhizoplaca_subdiscrepans	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY857867	Root;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe	Root;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe;Diaporthe_phaseolorum_var_caulivora	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ624258	Root;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae	Root;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;Westerdykella_purpurea	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF505766	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Gymnopus;Gymnopus_dichrous	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU918702	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium;Lecanicillium_psalliotae	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU214812	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_fuscocinerea	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JQ711893	Unassigned	Root;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Rhizoscyphus;Rhizoscyphus_ericae	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF595847	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Flammulina	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Flammulina;Flammulina_rossica	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF120263	Unassigned	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Cladosporium;Cladosporium_colocasiae	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	UDB003218	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_friabilis	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY174089	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;Clavispora_lusitaniae	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;Clavispora_lusitaniae	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ899626	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Lacrymaria;Lacrymaria_velutina	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ974740	Root;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;Elaphomyces	Root;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;Elaphomyces;Elaphomyces_muricatus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ345581	Root;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Hirsutella;Hirsutella_vermicola	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU597082	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_crassotunicata	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_crassotunicata	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU062273	Root;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Cryptosporiopsis;Cryptosporiopsis_radicicola	Root;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Cryptosporiopsis;Cryptosporiopsis_radicicola	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU301057	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora_rhizophorae	underclassification	5
