,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
2519,B2-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.9:3:0.8:1.0:partial-ref,0.9168522642910171,0.6808158765159867,0.781398291679848,0.14154572546495756,4.3950254431023833e-10,0.40146421763464496,1.688730133110618e-75,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2655,F1-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.9:3:0.8:1.0:partial-ref,0.446875,0.15028901734104047,0.2249311836413685,-0.33627679727224036,8.623630373588273e-61,-0.534126867445404,1.0655509639851388e-166,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
72,F1-iter2,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.2646490663232453,0.22532894736842105,0.24341131181522058,-0.5787826580160459,6.84116119783144e-265,-0.6987200367672057,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
208,B1-iter0,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.848573092603378,0.8180797304884896,0.8330474556889651,0.0902844917703427,4.414018363122491e-05,0.24654470597448155,1.2199055712785605e-29,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
344,B1-iter3,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.833139534883721,0.8064153066966798,0.8195596225336003,0.09544523181558286,1.4023695762386428e-05,0.22582476147269384,2.8190606378716826e-25,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
480,F2-iter4,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.2729864575908767,0.20602474448628294,0.23482526057633354,-0.5532381326540394,1.4440149054963945e-230,-0.6981166081193706,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
616,B2-iter2,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.8280293757649939,0.7626832018038332,0.7940140845070424,0.10306061744358377,2.8466810684463666e-06,0.23647871750485583,1.636449184717525e-27,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
752,B1-iter4,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.8367697594501718,0.8040726472206935,0.8200954252034803,0.09036232515492132,3.340490444218702e-05,0.23271974727516895,3.0178801977113792e-27,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
888,F1-iter1,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.2644728823887873,0.2229070364663585,0.241917502787068,-0.6202888334103227,0.0,-0.7076750532282289,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1024,B1-iter2,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.85167745732784,0.8097369893676553,0.8301778542742397,0.09148164812035176,3.518390837736239e-05,0.24135011738524548,2.0647172994839728e-28,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1160,F2-iter0,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.26726519337016574,0.20240585774058578,0.23035714285714284,-0.5920717160617666,8.522210681342382e-281,-0.7090734536350417,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1296,F2-iter3,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.2669461914744934,0.20471596998928188,0.23172581134364575,-0.5244647539865965,9.47806141656785e-206,-0.6857555395156918,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1432,F2-iter1,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.25998645903859174,0.19753086419753085,0.22449576147325342,-0.5812131278979731,5.478053404372494e-274,-0.7051261374556169,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1568,B2-iter3,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.8266423357664233,0.7682306387789711,0.7963668326985057,0.100753836916455,4.759046154323397e-06,0.2240205876633975,8.89468486616633e-25,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1704,F1-iter3,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.2756052141527002,0.23492063492063492,0.25364181662382174,-0.5267425643698451,7.096766405562172e-218,-0.6838603922453668,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1840,B1-iter1,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.8644470868014269,0.8173130972456436,0.8402195897139555,0.09596237134765752,1.6598217857580523e-05,0.2586777615558118,4.802798089799209e-32,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1976,F1-iter0,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.2710733778047301,0.2311271975180972,0.24951158247278812,-0.5616391613397045,3.1289071516935492e-260,-0.692985336253402,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2112,B2-iter0,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.82335148215366,0.7611856823266219,0.7910491136297588,0.09979639463861585,5.1137231398759126e-06,0.22436381025547594,3.819272126535518e-25,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2248,B2-iter4,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.8285539963392312,0.7573898494143892,0.7913752913752915,0.10237555638340522,2.986109002421737e-06,0.2395330820832651,1.8861878568126374e-28,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2384,F2-iter2,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.27441197434069853,0.20923913043478262,0.23743447425223563,-0.5328462129140072,2.1267590954205027e-209,-0.6988249535075942,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2520,B2-iter1,S1,gg_13_8_otus,blast,10000.0:partial-ref,0.8317073170731707,0.7519294377067255,0.7898089171974523,0.1070272336850556,9.386773292488365e-07,0.24149621891511344,4.0804642579164497e-29,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2656,F1-iter4,S1,unite-97-rep-set,blast,10000.0:partial-ref,0.26406926406926406,0.22438255386232264,0.24261363636363636,-0.5433493842636898,3.802684230467925e-237,-0.7002439390250701,0.0,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
73,F1-iter2,S1,unite-97-rep-set,blast,0.001:full-ref,0.976231884057971,0.9232456140350878,0.9489997182304875,0.01964916644087036,0.3963962614332426,0.011626013763241504,0.6158382866010472,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
209,B1-iter0,S1,gg_13_8_otus,blast,0.001:full-ref,0.9870713884204609,0.9859629421673217,0.9865168539325843,0.027852286669228593,0.23704936184780556,0.11539794860879164,8.906133257745165e-07,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
345,B1-iter3,S1,gg_13_8_otus,blast,0.001:full-ref,0.9898705683736635,0.9898705683736635,0.9898705683736635,0.025050224467132207,0.28880761148717876,0.10231072146465248,1.4053450392650044e-05,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
481,F2-iter4,S1,unite-97-rep-set,blast,0.001:full-ref,0.9474899019042123,0.8832705755782679,0.9142538975501113,-0.004783201072196978,0.8328200006383936,-0.029051641082585872,0.1997255833650107,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
617,B2-iter2,S1,gg_13_8_otus,blast,0.001:full-ref,0.9578947368421052,0.923337091319053,0.9402985074626865,0.06389493216367173,0.00602901554208345,0.22265568355121995,3.605736190246291e-22,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
753,B1-iter4,S1,gg_13_8_otus,blast,0.001:full-ref,0.9851075565361279,0.9829389102916896,0.984022038567493,0.030043863054135353,0.19720539707164492,0.12538999991254565,6.584426674078453e-08,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
889,F1-iter1,S1,unite-97-rep-set,blast,0.001:full-ref,0.9772234273318872,0.9255264509501797,0.9506726457399103,0.02421616740551411,0.280375145224944,0.018168408832714984,0.4180344899883691,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1025,B1-iter2,S1,gg_13_8_otus,blast,0.001:full-ref,0.984375,0.987129266927812,0.9857502095557419,0.026486594164807316,0.25939426045045216,0.1104257454732377,2.4095882444648702e-06,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1161,F2-iter0,S1,unite-97-rep-set,blast,0.001:full-ref,0.9586092715231788,0.9084728033472803,0.9328678839957035,-0.00866206151284617,0.6995837670637249,-0.029213226189253334,0.19303241815278974,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1297,F2-iter3,S1,unite-97-rep-set,blast,0.001:full-ref,0.9464997154240182,0.8912111468381565,0.9180237372343362,0.022716050127405765,0.31481473852074415,0.008523366174987777,0.7060906478947557,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1433,F2-iter1,S1,unite-97-rep-set,blast,0.001:full-ref,0.9548913043478261,0.9038065843621399,0.928646934460888,0.014099646948352374,0.5257954599746757,-0.00029677688888043806,0.9893459154350723,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1569,B2-iter3,S1,gg_13_8_otus,blast,0.001:full-ref,0.9550233644859814,0.9242509892594686,0.9393852341281241,0.0638044285709941,0.006101034009066401,0.21917712339624854,1.6243813580379838e-21,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1705,F1-iter3,S1,unite-97-rep-set,blast,0.001:full-ref,0.9804031354983203,0.9264550264550264,0.9526659412404788,0.02852636989236349,0.21092316190389498,0.02011800655154285,0.37767412473879736,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1841,B1-iter1,S1,gg_13_8_otus,blast,0.001:full-ref,0.9831838565022422,0.985947161326588,0.9845635700252596,0.028758202650694693,0.22149552690050006,0.11108943053777517,2.176620681704372e-06,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
1977,F1-iter0,S1,unite-97-rep-set,blast,0.001:full-ref,0.9820846905537459,0.9353671147880042,0.9581567796610171,0.025305735866848592,0.2619484655089913,0.02101698610679327,0.351526703457143,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
2113,B2-iter0,S1,gg_13_8_otus,blast,0.001:full-ref,0.9548088064889919,0.9217002237136466,0.9379624359704041,0.06372278653640102,0.0058943470967253355,0.23028608933053626,6.997912752623512e-24,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
2249,B2-iter4,S1,gg_13_8_otus,blast,0.001:full-ref,0.9545715928694652,0.9258226436140546,0.939977349943375,0.061795477755192146,0.007485160505457484,0.22357812228868,1.2282347581119318e-22,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
2385,F2-iter2,S1,unite-97-rep-set,blast,0.001:full-ref,0.9578107183580388,0.9130434782608695,0.9348914858096828,0.012588733392472068,0.5820381155563228,-0.007228380780860553,0.7519766757565142,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
2521,B2-iter1,S1,gg_13_8_otus,blast,0.001:full-ref,0.9585492227979274,0.9178610804851157,0.9377640101379894,0.06701425913241782,0.0035952984525528357,0.2317799903866647,2.0182372582515227e-24,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
2657,F1-iter4,S1,unite-97-rep-set,blast,0.001:full-ref,0.974571586511885,0.9264319495533369,0.9498922413793104,0.022640807364674168,0.31778432552735214,0.01471268726329178,0.5162436880806847,,,,,"[0.0, '.', 0.0, 0.0, 1.0]",,,
74,F1-iter2,S1,unite-97-rep-set,blast,10000.0:full-ref,0.976231884057971,0.9232456140350878,0.9489997182304875,0.01964916644087036,0.3963962614332426,0.011626013763241504,0.6158382866010472,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
210,B1-iter0,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9870713884204609,0.9859629421673217,0.9865168539325843,0.027852286669228593,0.23704936184780556,0.11539794860879164,8.906133257745165e-07,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
346,B1-iter3,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9898705683736635,0.9898705683736635,0.9898705683736635,0.025050224467132207,0.28880761148717876,0.10231072146465248,1.4053450392650044e-05,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
482,F2-iter4,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9474899019042123,0.8832705755782679,0.9142538975501113,-0.004783201072196978,0.8328200006383936,-0.029051641082585872,0.1997255833650107,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
618,B2-iter2,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9578947368421052,0.923337091319053,0.9402985074626865,0.06389493216367173,0.00602901554208345,0.22265568355121995,3.605736190246291e-22,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
754,B1-iter4,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9851075565361279,0.9829389102916896,0.984022038567493,0.030043863054135353,0.19720539707164492,0.12538999991254565,6.584426674078453e-08,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
890,F1-iter1,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9772234273318872,0.9255264509501797,0.9506726457399103,0.02421616740551411,0.280375145224944,0.018168408832714984,0.4180344899883691,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1026,B1-iter2,S1,gg_13_8_otus,blast,10000.0:full-ref,0.984375,0.987129266927812,0.9857502095557419,0.026486594164807316,0.25939426045045216,0.1104257454732377,2.4095882444648702e-06,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1162,F2-iter0,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9586092715231788,0.9084728033472803,0.9328678839957035,-0.00866206151284617,0.6995837670637249,-0.029213226189253334,0.19303241815278974,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1298,F2-iter3,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9464997154240182,0.8912111468381565,0.9180237372343362,0.022716050127405765,0.31481473852074415,0.008523366174987777,0.7060906478947557,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1434,F2-iter1,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9548913043478261,0.9038065843621399,0.928646934460888,0.014099646948352374,0.5257954599746757,-0.00029677688888043806,0.9893459154350723,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1570,B2-iter3,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9550233644859814,0.9242509892594686,0.9393852341281241,0.0638044285709941,0.006101034009066401,0.21917712339624854,1.6243813580379838e-21,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1706,F1-iter3,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9804031354983203,0.9264550264550264,0.9526659412404788,0.02852636989236349,0.21092316190389498,0.02011800655154285,0.37767412473879736,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1842,B1-iter1,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9831838565022422,0.985947161326588,0.9845635700252596,0.028758202650694693,0.22149552690050006,0.11108943053777517,2.176620681704372e-06,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
1978,F1-iter0,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9820846905537459,0.9353671147880042,0.9581567796610171,0.025305735866848592,0.2619484655089913,0.02101698610679327,0.351526703457143,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2114,B2-iter0,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9548088064889919,0.9217002237136466,0.9379624359704041,0.06372278653640102,0.0058943470967253355,0.23028608933053626,6.997912752623512e-24,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2250,B2-iter4,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9545715928694652,0.9258226436140546,0.939977349943375,0.061795477755192146,0.007485160505457484,0.22357812228868,1.2282347581119318e-22,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2386,F2-iter2,S1,unite-97-rep-set,blast,10000.0:full-ref,0.9578107183580388,0.9130434782608695,0.9348914858096828,0.012588733392472068,0.5820381155563228,-0.007228380780860553,0.7519766757565142,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2522,B2-iter1,S1,gg_13_8_otus,blast,10000.0:full-ref,0.9585492227979274,0.9178610804851157,0.9377640101379894,0.06701425913241782,0.0035952984525528357,0.2317799903866647,2.0182372582515227e-24,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
2658,F1-iter4,S1,unite-97-rep-set,blast,10000.0:full-ref,0.974571586511885,0.9264319495533369,0.9498922413793104,0.022640807364674168,0.31778432552735214,0.01471268726329178,0.5162436880806847,,,,,"[1.0, 0.0, 0.0, 0.0, 0.0, '.', 0.0]",,,
75,F1-iter2,S1,unite-97-rep-set,blast,1e-09:full-ref,0.976231884057971,0.9232456140350878,0.9489997182304875,0.01964916644087036,0.3963962614332426,0.011626013763241504,0.6158382866010472,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
211,B1-iter0,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9870713884204609,0.9859629421673217,0.9865168539325843,0.027852286669228593,0.23704936184780556,0.11539794860879164,8.906133257745165e-07,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
347,B1-iter3,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9898705683736635,0.9898705683736635,0.9898705683736635,0.025050224467132207,0.28880761148717876,0.10231072146465248,1.4053450392650044e-05,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
483,F2-iter4,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9474595842956121,0.8827326519634212,0.913951545530493,-0.004679343108208199,0.8363981541405257,-0.028981949775561573,0.20080680757171598,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
619,B2-iter2,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9578947368421052,0.923337091319053,0.9402985074626865,0.06389493216367173,0.00602901554208345,0.22265568355121995,3.605736190246291e-22,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
755,B1-iter4,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9851075565361279,0.9829389102916896,0.984022038567493,0.030043863054135353,0.19720539707164492,0.12538999991254565,6.584426674078453e-08,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
891,F1-iter1,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9772234273318872,0.9255264509501797,0.9506726457399103,0.02421616740551411,0.280375145224944,0.018168408832714984,0.4180344899883691,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1027,B1-iter2,S1,gg_13_8_otus,blast,1e-09:full-ref,0.984375,0.987129266927812,0.9857502095557419,0.026486594164807316,0.25939426045045216,0.1104257454732377,2.4095882444648702e-06,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1163,F2-iter0,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9586092715231788,0.9084728033472803,0.9328678839957035,-0.00866206151284617,0.6995837670637249,-0.029213226189253334,0.19303241815278974,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1299,F2-iter3,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9464997154240182,0.8912111468381565,0.9180237372343362,0.022716050127405765,0.31481473852074415,0.008523366174987777,0.7060906478947557,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1435,F2-iter1,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9548667754214247,0.9032921810699589,0.9283637324874439,0.014184833023133767,0.5232974190444973,-0.0002380146471915728,0.9914553486398554,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1571,B2-iter3,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9550233644859814,0.9242509892594686,0.9393852341281241,0.0638044285709941,0.006101034009066401,0.21917712339624854,1.6243813580379838e-21,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1707,F1-iter3,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9803921568627451,0.9259259259259259,0.9523809523809523,0.028728737359695375,0.20770199574469383,0.020352670858716417,0.37213451611445225,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1843,B1-iter1,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9831838565022422,0.985947161326588,0.9845635700252596,0.028758202650694693,0.22149552690050006,0.11108943053777517,2.176620681704372e-06,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1979,F1-iter0,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9820846905537459,0.9353671147880042,0.9581567796610171,0.025305735866848592,0.2619484655089913,0.02101698610679327,0.351526703457143,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2115,B2-iter0,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9548088064889919,0.9217002237136466,0.9379624359704041,0.06372278653640102,0.0058943470967253355,0.23028608933053626,6.997912752623512e-24,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2251,B2-iter4,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9545715928694652,0.9258226436140546,0.939977349943375,0.061795477755192146,0.007485160505457484,0.22357812228868,1.2282347581119318e-22,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2387,F2-iter2,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9577866514546491,0.9125,0.9345950459226273,0.012703601299558434,0.5785986498075669,-0.00713524974804978,0.7550693101631714,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2523,B2-iter1,S1,gg_13_8_otus,blast,1e-09:full-ref,0.9585492227979274,0.9178610804851157,0.9377640101379894,0.06701425913241782,0.0035952984525528357,0.2317799903866647,2.0182372582515227e-24,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2659,F1-iter4,S1,unite-97-rep-set,blast,1e-09:full-ref,0.9745575221238938,0.9259064634787179,0.9496092697386148,0.02278752104465847,0.3146576952467976,0.014872755833306415,0.5116891763097964,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
76,F1-iter2,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.2707509881422925,0.22532894736842105,0.2459605026929982,-0.5734836855184395,5.69158827962168e-256,-0.6939143166792651,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
212,B1-iter0,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.848573092603378,0.8180797304884896,0.8330474556889651,0.0902844917703427,4.414018363122491e-05,0.24654470597448155,1.2199055712785605e-29,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
348,B1-iter3,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.8336242001163467,0.8064153066966798,0.8197940503432496,0.0955129606937918,1.3893861424458126e-05,0.2263923911314841,2.184911769449583e-25,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
484,F2-iter4,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.27749453750910413,0.20494889725658957,0.23576732673267325,-0.5499403179826833,4.176788268844869e-225,-0.6954341229897304,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
620,B2-iter2,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.8288343558282208,0.7615558060879368,0.7937720329024678,0.10355277039678078,2.5791904339113563e-06,0.23885657131647053,5.026915356616831e-28,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
756,B1-iter4,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.8367697594501718,0.8040726472206935,0.8200954252034803,0.09036232515492132,3.340490444218702e-05,0.23271974727516895,3.0178801977113792e-27,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
892,F1-iter1,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.2715894868585732,0.2229070364663585,0.244851904090268,-0.6145737958554927,1.4e-322,-0.7022805619957194,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1028,B1-iter2,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.85167745732784,0.8097369893676553,0.8301778542742397,0.09148164812035176,3.518390837736239e-05,0.24135011738524548,2.0647172994839728e-28,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1164,F2-iter0,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.2733050847457627,0.20240585774058578,0.2325721153846154,-0.5867355368654518,1.223631240453814e-271,-0.7042747459005461,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1300,F2-iter3,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.2724014336917563,0.20364415862808147,0.23305734437289174,-0.518772887647489,2.875966705028651e-198,-0.6808778570866182,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1436,F2-iter1,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.2659722222222222,0.1970164609053498,0.22635933806146574,-0.5755597550788251,2.331100629609192e-264,-0.7000922394622415,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1572,B2-iter3,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.8271454656116859,0.7682306387789711,0.7966002344665885,0.10082862208758635,4.7070977500224725e-06,0.22463794899113976,6.750638070575301e-25,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1708,F1-iter3,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.28081321473951715,0.23386243386243386,0.2551963048498845,-0.5218582882269502,9.110499277977127e-211,-0.6798046070134505,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1844,B1-iter1,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.8644470868014269,0.8173130972456436,0.8402195897139555,0.09596237134765752,1.6598217857580523e-05,0.2586777615558118,4.802798089799209e-32,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
1980,F1-iter0,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.27622594661700806,0.23009307135470528,0.2510578279266573,-0.5570436360921945,3.141832495277516e-252,-0.6890986350393329,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2116,B2-iter0,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.82335148215366,0.7611856823266219,0.7910491136297588,0.09979639463861585,5.1137231398759126e-06,0.22436381025547594,3.819272126535518e-25,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2252,B2-iter4,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.8285539963392312,0.7573898494143892,0.7913752913752915,0.10237555638340522,2.986109002421737e-06,0.2395330820832651,1.8861878568126374e-28,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2388,F2-iter2,S1,unite-97-rep-set,blast,1e-09:partial-ref,0.28040786598689005,0.20923913043478262,0.23965141612200438,-0.5272444600527184,3.78662517159979e-202,-0.6940119498431708,0.0,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
2524,B2-iter1,S1,gg_13_8_otus,blast,1e-09:partial-ref,0.8331295843520783,0.7513781697905182,0.7901449275362319,0.10742784038850459,8.698688352142777e-07,0.24397521286748253,1.1662792393789881e-29,,,,,"[1.0, 'e', '-', 0.0, 9.0]",,,
