,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list,Precision,Recall,F-measure
439,B1-REF,6,2,sortmerna,0.51:0.8:3:0.8:1.0,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10644257703081232, 0.047619047619047616, 0.011331444759206799, 0.0030769230769230769, 0.0041841004184100415]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10629370629370628, 0.047552447552447551, 0.011251758087201125, 0.0029282576866764276, 0.0033500837520938028]"
440,B1-REF,6,2,sortmerna,0.51:0.8:3:0.9:1.0,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10644257703081232, 0.047619047619047616, 0.011331444759206799, 0.0030769230769230769, 0.0041841004184100415]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10629370629370628, 0.047552447552447551, 0.011251758087201125, 0.0029282576866764276, 0.0033500837520938028]"
441,B1-REF,6,2,sortmerna,0.51:0.8:5:0.8:1.0,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10644257703081232, 0.047619047619047616, 0.011331444759206799, 0.0031446540880503146, 0.0043103448275862068]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10629370629370628, 0.047552447552447551, 0.011251758087201125, 0.0029585798816568051, 0.0033898305084745762]"
442,B1-REF,6,2,sortmerna,0.51:0.8:5:0.9:1.0,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10644257703081232, 0.047619047619047616, 0.011331444759206799, 0.0031446540880503146, 0.0043103448275862068]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10629370629370628, 0.047552447552447551, 0.011251758087201125, 0.0029585798816568051, 0.0033898305084745762]"
443,B1-REF,6,2,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
444,B1-REF,6,2,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
445,B1-REF,6,2,sortmerna,0.51:0.9:3:0.8:1.0,0.002793296089385475,0.0,0.008379888268156424,0.9888268156424581,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011331444759206799, 0.0030395136778115501, 0.0040816326530612249]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011251758087201125, 0.002911208151382824, 0.0033167495854063019]"
446,B1-REF,6,2,sortmerna,0.51:0.9:3:0.9:1.0,0.002793296089385475,0.0,0.008379888268156424,0.9888268156424581,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011331444759206799, 0.0030395136778115501, 0.0040816326530612249]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011251758087201125, 0.002911208151382824, 0.0033167495854063019]"
447,B1-REF,6,2,sortmerna,0.51:0.9:5:0.8:1.0,0.002793296089385475,0.0,0.008379888268156424,0.9888268156424581,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011363636363636364, 0.003105590062111801, 0.0042016806722689074]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011267605633802819, 0.0029411764705882357, 0.0033557046979865775]"
448,B1-REF,6,2,sortmerna,0.51:0.9:5:0.9:1.0,0.002793296089385475,0.0,0.008379888268156424,0.9888268156424581,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011363636363636364, 0.003105590062111801, 0.0042016806722689074]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011267605633802819, 0.0029411764705882357, 0.0033557046979865775]"
449,B1-REF,6,2,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.0,0.0,1.0,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]"
450,B1-REF,6,2,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.0,0.0,1.0,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]"
451,B1-REF,6,2,sortmerna,0.76:0.8:3:0.8:1.0,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.04788732394366197, 0.011661807580174927, 0.0037593984962406013, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047685834502103792, 0.011412268188302425, 0.0032051282051282046, 0.0]"
452,B1-REF,6,2,sortmerna,0.76:0.8:3:0.9:1.0,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.04788732394366197, 0.011661807580174927, 0.0037593984962406013, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047685834502103792, 0.011412268188302425, 0.0032051282051282046, 0.0]"
453,B1-REF,6,2,sortmerna,0.76:0.8:5:0.8:1.0,0.002793296089385475,0.0,0.002793296089385475,0.994413407821229,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10674157303370786, 0.04788732394366197, 0.011560693641618497, 0.0035971223021582736, 0.0054644808743169399]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10644257703081234, 0.047685834502103792, 0.011363636363636364, 0.0031446540880503142, 0.0036968576709796672]"
454,B1-REF,6,2,sortmerna,0.76:0.8:5:0.9:1.0,0.002793296089385475,0.0,0.002793296089385475,0.994413407821229,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10674157303370786, 0.04788732394366197, 0.011560693641618497, 0.0035971223021582736, 0.0054644808743169399]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10644257703081234, 0.047685834502103792, 0.011363636363636364, 0.0031446540880503142, 0.0036968576709796672]"
455,B1-REF,6,2,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
456,B1-REF,6,2,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
457,B1-REF,6,2,sortmerna,0.76:0.9:3:0.8:1.0,0.0,0.0,0.019553072625698324,0.9804469273743017,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011560693641618497, 0.0036764705882352941, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011363636363636364, 0.003174603174603175, 0.0]"
458,B1-REF,6,2,sortmerna,0.76:0.9:3:0.9:1.0,0.0,0.0,0.019553072625698324,0.9804469273743017,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011560693641618497, 0.0036764705882352941, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011363636363636364, 0.003174603174603175, 0.0]"
459,B1-REF,6,2,sortmerna,0.76:0.9:5:0.8:1.0,0.002793296089385475,0.0,0.0111731843575419,0.9860335195530726,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011494252873563218, 0.0035211267605633804, 0.005263157894736842]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011331444759206799, 0.0031152647975077881, 0.0036496350364963507]"
460,B1-REF,6,2,sortmerna,0.76:0.9:5:0.9:1.0,0.002793296089385475,0.0,0.0111731843575419,0.9860335195530726,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011494252873563218, 0.0035211267605633804, 0.005263157894736842]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011331444759206799, 0.0031152647975077881, 0.0036496350364963507]"
461,B1-REF,6,2,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.0,0.0,1.0,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]"
462,B1-REF,6,2,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.0,0.0,1.0,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]"
463,B1-REF,6,2,sortmerna,1.0:0.8:3:0.8:1.0,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.04788732394366197, 0.011661807580174927, 0.0037593984962406013, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047685834502103792, 0.011412268188302425, 0.0032051282051282046, 0.0]"
464,B1-REF,6,2,sortmerna,1.0:0.8:3:0.9:1.0,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.04788732394366197, 0.011661807580174927, 0.0037593984962406013, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047685834502103792, 0.011412268188302425, 0.0032051282051282046, 0.0]"
465,B1-REF,6,2,sortmerna,1.0:0.8:5:0.8:1.0,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.04788732394366197, 0.011695906432748537, 0.003875968992248062, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047685834502103792, 0.011428571428571427, 0.0032467532467532465, 0.0]"
466,B1-REF,6,2,sortmerna,1.0:0.8:5:0.9:1.0,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 13, 3, 1, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.04788732394366197, 0.011695906432748537, 0.003875968992248062, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047685834502103792, 0.011428571428571427, 0.0032467532467532465, 0.0]"
467,B1-REF,6,2,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
468,B1-REF,6,2,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
469,B1-REF,6,2,sortmerna,1.0:0.9:3:0.8:1.0,0.0,0.0,0.019553072625698324,0.9804469273743017,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011560693641618497, 0.0036764705882352941, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011363636363636364, 0.003174603174603175, 0.0]"
470,B1-REF,6,2,sortmerna,1.0:0.9:3:0.9:1.0,0.0,0.0,0.019553072625698324,0.9804469273743017,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011560693641618497, 0.0036764705882352941, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011363636363636364, 0.003174603174603175, 0.0]"
471,B1-REF,6,2,sortmerna,1.0:0.9:5:0.8:1.0,0.0,0.0,0.019553072625698324,0.9804469273743017,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011594202898550725, 0.003787878787878788, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011379800853485063, 0.0032154340836012861, 0.0]"
472,B1-REF,6,2,sortmerna,1.0:0.9:5:0.9:1.0,0.0,0.0,0.019553072625698324,0.9804469273743017,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011594202898550725, 0.003787878787878788, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011379800853485063, 0.0032154340836012861, 0.0]"
473,B1-REF,6,2,uclust,0.51:0.8:1,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]"
474,B1-REF,6,2,uclust,0.51:0.8:3,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0030303030303030303, 0.0039840637450199202]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0029069767441860465, 0.0032840722495894904]"
475,B1-REF,6,2,uclust,0.51:0.8:5,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10614525139664804, 0.047619047619047616, 0.011331444759206799, 0.0032362459546925568, 0.0050251256281407036]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047552447552447551, 0.011251758087201125, 0.0029985007496251877, 0.0035906642728904853]"
476,B1-REF,6,2,uclust,0.51:0.9:1,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
477,B1-REF,6,2,uclust,0.51:0.9:3,0.002793296089385475,0.0,0.0111731843575419,0.9860335195530726,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.002976190476190476, 0.0038314176245210726]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.002881844380403458, 0.0032310177705977381]"
478,B1-REF,6,2,uclust,0.51:0.9:5,0.002793296089385475,0.0,0.013966480446927373,0.9832402234636871,"[18, 255, 47, 21, 13, 3, 0, 1]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011363636363636364, 0.003134796238244514, 0.004608294930875576]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011267605633802819, 0.0029542097488921715, 0.003478260869565218]"
479,B1-REF,6,2,uclust,0.76:0.8:1,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]"
480,B1-REF,6,2,uclust,0.76:0.8:3,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 14, 3, 0, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.048295454545454544, 0.008771929824561403, 0.0, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047887323943661977, 0.0085714285714285719, 0.0, 0.0]"
481,B1-REF,6,2,uclust,0.76:0.8:5,0.002793296089385475,0.0,0.00558659217877095,0.9916201117318436,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23809523809523808, 0.10674157303370786, 0.048295454545454544, 0.011695906432748537, 0.0038022813688212928, 0.0066666666666666671]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23776223776223776, 0.10644257703081234, 0.047887323943661977, 0.011428571428571427, 0.0032206119162640906, 0.003937007874015748]"
482,B1-REF,6,2,uclust,0.76:0.9:1,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
483,B1-REF,6,2,uclust,0.76:0.9:3,0.0,0.0,0.0223463687150838,0.9776536312849162,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.048022598870056499, 0.011594202898550725, 0.0038461538461538464, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047752808988764044, 0.011379800853485063, 0.0032362459546925564, 0.0]"
484,B1-REF,6,2,uclust,0.76:0.9:5,0.0,0.0,0.01675977653631285,0.9832402234636871,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011560693641618497, 0.0037174721189591076, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011363636363636364, 0.003189792663476874, 0.0]"
485,B1-REF,6,2,uclust,1.0:0.8:1,0.002793296089385475,0.0,0.0,0.9972067039106145,"[16, 257, 47, 21, 13, 3, 0, 1]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0027932960893854749]"
486,B1-REF,6,2,uclust,1.0:0.8:3,0.0,0.0,0.013966480446927373,0.9860335195530726,"[16, 257, 47, 21, 14, 3, 0, 0]","[0, 0.23809523809523808, 0.10674157303370786, 0.048295454545454544, 0.008771929824561403, 0.0, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]","[0, 0.23776223776223776, 0.10644257703081234, 0.047887323943661977, 0.0085714285714285719, 0.0, 0.0]"
487,B1-REF,6,2,uclust,1.0:0.8:5,0.0,0.0,0.019553072625698324,0.9804469273743017,"[16, 257, 47, 21, 14, 3, 0, 0]","[0, 0.23876404494382023, 0.10795454545454546, 0.049132947976878616, 0.0092307692307692316, 0.0, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]","[0, 0.23809523809523811, 0.10704225352112674, 0.048295454545454537, 0.0087847730600292828, 0.0, 0.0]"
488,B1-REF,6,2,uclust,1.0:0.9:1,0.0,0.0,0.008379888268156424,0.9916201117318436,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.04788732394366197, 0.011267605633802818, 0.0028169014084507044, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047685834502103792, 0.011220196353436187, 0.0028050490883590466, 0.0]"
489,B1-REF,6,2,uclust,1.0:0.9:3,0.0,0.0,0.0223463687150838,0.9776536312849162,"[18, 255, 47, 21, 13, 3, 1, 0]","[0, 0.23943661971830985, 0.10704225352112676, 0.048022598870056499, 0.011594202898550725, 0.0038461538461538464, 0.0]","[0, 0.23743016759776536, 0.10614525139664804, 0.047486033519553071, 0.0111731843575419, 0.0027932960893854749, 0.0]","[0, 0.2384291725105189, 0.10659186535764376, 0.047752808988764044, 0.011379800853485063, 0.0032362459546925564, 0.0]"
