#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	4.0	blast	4.0	blast_1.0
830	otu	8.20901482947e-05	p__Firmicutes	8.20901482947e-05	f__Peptococcaceae_g__Desulfosporosinus
831	otu	0.000184887721384	p__Proteobacteria	0.000184887721384	f__Enterobacteriaceae_g__Serratia
836	otu	5.17685619877e-06	p__Proteobacteria	5.17685619877e-06	f__Nitrospinaceae_g__
837	otu	7.39550885538e-07	p__Proteobacteria	7.39550885538e-07	f__Alteromonadaceae_Other
834	otu	0.784851202242	p__Proteobacteria	0.784851202242	f__Helicobacteraceae_g__Helicobacter
835	otu	1.99678739095e-05	p__Bacteroidetes	1.99678739095e-05	Other_Other
838	otu	0.0	p__Proteobacteria	0.0	f__Piscirickettsiaceae_g__
839	otu	3.69775442769e-06	p__Proteobacteria	3.69775442769e-06	Other_Other
3	otu	0.0	p__Proteobacteria	0.0	f__Geobacteraceae_g__Geobacter
368	otu	7.74492512154e-05	p__Proteobacteria	7.74492512154e-05	f__Alcanivoracaceae_g__Alcanivorax
369	otu	6.50834043827e-07	p__Proteobacteria	6.50834043827e-07	Other_Other
366	otu	0.0	p__Firmicutes	0.0	f__Carnobacteriaceae_g__Trichococcus
367	otu	0.00069378909072	p__Firmicutes	0.00069378909072	f__Enterococcaceae_g__
364	otu	0.000238205260041	p__Proteobacteria	0.000238205260041	f__Xanthomonadaceae_g__
365	otu	1.75725191833e-05	p__Proteobacteria	1.75725191833e-05	Other_Other
362	otu	6.50834043827e-07	p__Proteobacteria	6.50834043827e-07	f__Thiotrichaceae_Other
363	otu	7.15917448209e-06	p__Firmicutes	7.15917448209e-06	f__Staphylococcaceae_g__
360	otu	6.50834043827e-07	p__Proteobacteria	6.50834043827e-07	f__Bartonellaceae_g__
361	otu	3.90500426296e-06	p__Proteobacteria	3.90500426296e-06	f__Oceanospirillaceae_g__
218	otu	0.0	p__Proteobacteria	0.0	Other_Other
380	otu	0.00012756347259	p__Proteobacteria	0.00012756347259	f__Enterobacteriaceae_g__Enterobacter
861	otu	2.21865265661e-06	p__Firmicutes	2.21865265661e-06	f__Staphylococcaceae_g__
382	otu	6.50834043827e-07	p__Proteobacteria	6.50834043827e-07	f__[Chromatiaceae]_Other
383	otu	6.37817362951e-05	p__Proteobacteria	6.37817362951e-05	f__Alteromonadaceae_g__Umboniibacter
384	otu	2.65091576671	p__Firmicutes	2.65091576671	f__Streptococcaceae_g__Streptococcus
385	otu	0.0388489014038	p__Proteobacteria	0.0388489014038	f__Neisseriaceae_g__Neisseria
386	otu	4.55583830678e-06	p__Proteobacteria	4.55583830678e-06	f__Phyllobacteriaceae_Other
387	otu	1.30166808765e-06	p__Actinobacteria	1.30166808765e-06	Other_Other
388	otu	0.00772429003171	p__Bacteroidetes	0.00772429003171	f__Bacteroidaceae_g__Bacteroides
389	otu	3.90500426296e-06	p__WS3	3.90500426296e-06	f___g__
784	otu	3.77170951625e-05	p__Firmicutes	3.77170951625e-05	f__Staphylococcaceae_g__Macrococcus
785	otu	8.87461062648e-06	p__Firmicutes	8.87461062648e-06	f__Gracilibacteraceae_g__
786	otu	1.47910177108e-06	p__OP9	1.47910177108e-06	f___g__
787	otu	0.000184148170499	p__Proteobacteria	0.000184148170499	f__Pseudomonadaceae_g__Azorhizophilus
780	otu	0.000283987540046	p__Proteobacteria	0.000283987540046	f__Xanthomonadaceae_g__Stenotrophomonas
781	otu	0.000320965084323	p__Proteobacteria	0.000320965084323	Other_Other
782	otu	0.316503240592	p__Proteobacteria	0.316503240592	f__Rhodobacteraceae_g__Rhodobacter
381	otu	0.0	p__Proteobacteria	0.0	f__Oxalobacteraceae_g__
788	otu	2.95820354215e-06	p__Proteobacteria	2.95820354215e-06	f__Syntrophaceae_g__Smithella
789	otu	2.1466499824	p__[Thermi]	2.1466499824	f__Deinococcaceae_g__Deinococcus
860	otu	0.0	p__Proteobacteria	0.0	f__Thiotrichaceae_Other
151	otu	1.75103748971e-06	p__Proteobacteria	1.75103748971e-06	f__Enterobacteriaceae_g__Proteus
579	otu	1.6831294579e-05	p__Firmicutes	1.6831294579e-05	f__Planococcaceae_g__Ureibacillus
578	otu	0.0135078789585	p__Firmicutes	0.0135078789585	f___g__
150	otu	0.0	p__Proteobacteria	0.0	f__Pasteurellaceae_Other
573	otu	8.4156472895e-06	p__Firmicutes	8.4156472895e-06	f__Natranaerobiaceae_g__
572	otu	0.0	p__Firmicutes	0.0	f__Ruminococcaceae_g__Oscillospira
571	otu	3.90180010696e-05	p__Proteobacteria	3.90180010696e-05	f__Helicobacteraceae_Other
570	otu	9.180706134e-06	p__Firmicutes	9.180706134e-06	f__Lactobacillaceae_Other
577	otu	0.000444499188655	p__Firmicutes	0.000444499188655	f___g__
576	otu	4.59035306701e-06	p__Firmicutes	4.59035306701e-06	f__Ruminococcaceae_g__
575	otu	1.3771059201e-05	p__Proteobacteria	1.3771059201e-05	f__Rhodobacteraceae_g__Paracoccus
574	otu	0.0	p__Euryarchaeota	0.0	f__Thermococcaceae_g__Pyrococcus
60	otu	0.0262445498958	p__Firmicutes	0.0262445498958	f__Enterococcaceae_Other
61	otu	0.0	p__Proteobacteria	0.0	f___g__
62	otu	8.75518744856e-07	p__Proteobacteria	8.75518744856e-07	f__Hyphomonadaceae_g__
259	otu	0.000129515974722	p__Proteobacteria	0.000129515974722	f__Enterobacteriaceae_g__Edwardsiella
64	otu	0.0	p__Proteobacteria	0.0	f__Enterobacteriaceae_g__Brenneria
65	otu	5.25311246914e-06	p__Firmicutes	5.25311246914e-06	f__Paenibacillaceae_g__Brevibacillus
66	otu	0.0	p__Firmicutes	0.0	f__Syntrophomonadaceae_g__Syntrophomonas
67	otu	6.12863121399e-06	p__Proteobacteria	6.12863121399e-06	Other_Other
68	otu	2.53900436008e-05	p__Actinobacteria	2.53900436008e-05	f__Nocardiaceae_g__Rhodococcus
253	otu	0.524974773534	p__Firmicutes	0.524974773534	f__Clostridiaceae_g__Clostridium
250	otu	8.46084256973e-06	p__Proteobacteria	8.46084256973e-06	f__Methylocystaceae_g__Pleomorphomonas
251	otu	0.000833718410143	p__Firmicutes	0.000833718410143	f__Carnobacteriaceae_g__Granulicatella
256	otu	0.0	p__Firmicutes	0.0	f__Christensenellaceae_g__
257	otu	6.50834043827e-07	p__Actinobacteria	6.50834043827e-07	f__Nocardioidaceae_Other
254	otu	0.000598767320321	p__Firmicutes	0.000598767320321	f__Streptococcaceae_Other
255	otu	1.30166808765e-06	p__Proteobacteria	1.30166808765e-06	Other_Other
499	otu	3.82529422251e-06	p__Proteobacteria	3.82529422251e-06	f__Methylocystaceae_g__Pleomorphomonas
157	otu	0.00177992960829	p__Firmicutes	0.00177992960829	f__Bacillaceae_Other
156	otu	0.000126950218004	p__Actinobacteria	0.000126950218004	f__Actinomycetaceae_Other
939	otu	1.47910177108e-06	p__Proteobacteria	1.47910177108e-06	f__Rhodobacteraceae_g__Phaeobacter
731	otu	1.75963534235e-05	p__Firmicutes	1.75963534235e-05	f__Streptococcaceae_g__
730	otu	5.20240014261e-05	Other	5.20240014261e-05	Other_Other
733	otu	1.75963534235e-05	p__Proteobacteria	1.75963534235e-05	f__Rhizobiaceae_g__Sinorhizobium
938	otu	0.719613939527	p__Firmicutes	0.719613939527	f__Listeriaceae_g__
735	otu	1.530117689e-06	p__Proteobacteria	1.530117689e-06	f__Enterobacteriaceae_g__Candidatus Blochmannia
734	otu	4.43734129811e-05	p__Proteobacteria	4.43734129811e-05	f__Moraxellaceae_g__Alkanindiges
508	otu	0.000203505652637	p__Proteobacteria	0.000203505652637	f__Enterobacteriaceae_g__Edwardsiella
736	otu	5.35541191151e-06	p__Proteobacteria	5.35541191151e-06	f__Halomonadaceae_g__Candidatus Portiera
506	otu	7.65058844501e-07	p__Actinobacteria	7.65058844501e-07	f__Nocardioidaceae_Other
738	otu	2.21867064905e-05	p__Proteobacteria	2.21867064905e-05	Other_Other
504	otu	5.3554119115e-06	p__Proteobacteria	5.3554119115e-06	Other_Other
505	otu	0.0	p__Firmicutes	0.0	f__Christensenellaceae_g__
502	otu	0.566540728813	p__Firmicutes	0.566540728813	f__Clostridiaceae_g__Clostridium
503	otu	0.000692378254274	p__Firmicutes	0.000692378254274	f__Streptococcaceae_Other
500	otu	0.00121185320969	p__Firmicutes	0.00121185320969	f__Carnobacteriaceae_g__Granulicatella
501	otu	0.0	p__Proteobacteria	0.0	f__Geobacteraceae_g__Geobacter
630	otu	0.0	p__Proteobacteria	0.0	f__Oxalobacteraceae_g__
631	otu	0.0	p__Proteobacteria	0.0	f__[Chromatiaceae]_Other
632	otu	6.96203548496e-05	p__Proteobacteria	6.96203548496e-05	f__Alteromonadaceae_g__Umboniibacter
633	otu	2.76040764175	p__Firmicutes	2.76040764175	f__Streptococcaceae_g__Streptococcus
469	otu	0.0	p__Firmicutes	0.0	f___g__
468	otu	5.46700596814e-05	p__Bacteroidetes	5.46700596814e-05	f__Chitinophagaceae_g__Sediminibacterium
636	otu	0.0	p__Actinobacteria	0.0	Other_Other
637	otu	0.0555449205709	p__Bacteroidetes	0.0555449205709	f__Bacteroidaceae_g__Bacteroides
465	otu	0.00108428951702	p__Proteobacteria	0.00108428951702	Other_Other
464	otu	0.0	p__Actinobacteria	0.0	f__Microbacteriaceae_Other
467	otu	6.50834043827e-07	p__Proteobacteria	6.50834043827e-07	Other_Other
466	otu	5.46700596815e-05	Other	5.46700596815e-05	Other_Other
461	otu	0.00150342664124	p__Proteobacteria	0.00150342664124	Other_Other
900	otu	4.43730531323e-06	p__Proteobacteria	4.43730531323e-06	f__Phyllobacteriaceae_g__Chelativorans
463	otu	0.00576700695603	p__Firmicutes	0.00576700695603	f__Lactobacillaceae_g__Lactobacillus
462	otu	0.417336585197	p__Proteobacteria	0.417336585197	f__Pseudomonadaceae_g__Pseudomonas
901	otu	0.0	p__Bacteroidetes	0.0	f__Chitinophagaceae_Other
168	otu	0.0	p__Euryarchaeota	0.0	f__Methanocaldococcaceae_g__
169	otu	6.12863121399e-06	p__Proteobacteria	6.12863121399e-06	f__Neisseriaceae_g__Eikenella
164	otu	0.0	p__Firmicutes	0.0	f__Ruminococcaceae_Other
165	otu	2.36390061111e-05	p__Proteobacteria	2.36390061111e-05	f___g__
166	otu	0.000198742755082	p__Firmicutes	0.000198742755082	f__Planococcaceae_g__Viridibacillus
167	otu	2.36390061111e-05	p__Bacteroidetes	2.36390061111e-05	f__Bacteroidaceae_Other
160	otu	0.00015496681784	p__Firmicutes	0.00015496681784	f__Enterococcaceae_g__Vagococcus
161	otu	0.0	p__Proteobacteria	0.0	f__Phyllobacteriaceae_g__
162	otu	0.336788236048	p__Actinobacteria	0.336788236048	f__Actinomycetaceae_g__Actinomyces
163	otu	3.064315607e-05	p__Firmicutes	3.064315607e-05	f__Gemellaceae_g__
964	otu	8.13505974091e-06	Other	8.13505974091e-06	Other_Other
965	otu	0.0	p__Proteobacteria	0.0	Other_Other
966	otu	0.0	p__Bacteroidetes	0.0	f__Chitinophagaceae_g__Sediminibacterium
967	otu	1.77492212529e-05	p__Firmicutes	1.77492212529e-05	f___g__
960	otu	0.722700824923	p__Proteobacteria	0.722700824923	f__Pseudomonadaceae_g__Pseudomonas
961	otu	0.139596012814	p__Firmicutes	0.139596012814	f__Lactobacillaceae_g__Lactobacillus
962	otu	2.21865265661e-06	p__Actinobacteria	2.21865265661e-06	f__Microbacteriaceae_Other
963	otu	0.000911866241869	p__Proteobacteria	0.000911866241869	Other_Other
783	otu	0.00086379543431	p__Firmicutes	0.00086379543431	f__Bacillaceae_g__Anaerobacillus
968	otu	1.10932632831e-05	p__Firmicutes	1.10932632831e-05	f__Carnobacteriaceae_Other
969	otu	4.95499093311e-05	p__Proteobacteria	4.95499093311e-05	f__Neisseriaceae_g__
936	otu	0.000417106699444	p__Actinobacteria	0.000417106699444	Other_Other
935	otu	7.39550885538e-07	p__Firmicutes	7.39550885538e-07	f__Listeriaceae_Other
934	otu	0.0514097465694	p__Actinobacteria	0.0514097465694	f__Propionibacteriaceae_g__Propionibacterium
908	otu	0.0	p__Proteobacteria	0.0	f__Phyllobacteriaceae_g__
909	otu	0.409097230115	p__Actinobacteria	0.409097230115	f__Actinomycetaceae_g__Actinomyces
722	otu	0.0	p__Firmicutes	0.0	f__Peptococcaceae_g__Desulfotomaculum
426	otu	2.66841957969e-05	p__Firmicutes	2.66841957969e-05	Other_Other
878	otu	8.13505974094e-06	p__Proteobacteria	8.13505974094e-06	f__Enterobacteriaceae_g__Enterobacter
879	otu	1.47910177108e-06	p__Proteobacteria	1.47910177108e-06	f__Oxalobacteraceae_g__
876	otu	2.29260774517e-05	p__Actinobacteria	2.29260774517e-05	f__Microbacteriaceae_g__Salinibacterium
877	otu	0.00200862020512	p__Firmicutes	0.00200862020512	f__Clostridiaceae_Other
874	otu	2.95820354215e-06	p__Proteobacteria	2.95820354215e-06	f__Enterobacteriaceae_g__Providencia
875	otu	4.58521549034e-05	p__Actinobacteria	4.58521549034e-05	f__Coriobacteriaceae_g__Coriobacterium
872	otu	3.69775442769e-06	p__Firmicutes	3.69775442769e-06	f__Planococcaceae_g__Lysinibacillus
873	otu	0.0144781876862	Other	0.0144781876862	Other_Other
870	otu	0.220665714125	p__Firmicutes	0.220665714125	f__Planococcaceae_g__
871	otu	6.13827234997e-05	p__Proteobacteria	6.13827234997e-05	f___g__
9	otu	1.05062249383e-05	p__Proteobacteria	1.05062249383e-05	f__Burkholderiaceae_g__Burkholderia
890	otu	0.0	p__Firmicutes	0.0	f__Planococcaceae_g__Solibacillus
891	otu	3.69775442769e-06	p__Proteobacteria	3.69775442769e-06	f__Geobacteraceae_g__
892	otu	3.25402389638e-05	p__Proteobacteria	3.25402389638e-05	f__Bradyrhizobiaceae_g__Bradyrhizobium
893	otu	0.0	p__Crenarchaeota	0.0	f__Korarchaeotaceae_g__Candidatus Korarchaeum
894	otu	0.000119067692572	p__Proteobacteria	0.000119067692572	f__Enterobacteriaceae_g__Erwinia
647	otu	0.0	p__Actinobacteria	0.0	f__Yaniellaceae_g__
896	otu	2.95820354215e-06	p__Actinobacteria	2.95820354215e-06	f__Yaniellaceae_g__
897	otu	0.0	p__Proteobacteria	0.0	f__Pasteurellaceae_Other
898	otu	1.40514668253e-05	p__Proteobacteria	1.40514668253e-05	f__Enterobacteriaceae_g__Proteus
899	otu	1.47910177108e-06	p__Proteobacteria	1.47910177108e-06	Other_Other
646	otu	3.44276480025e-05	p__Proteobacteria	3.44276480025e-05	f__Enterobacteriaceae_g__Salmonella
649	otu	3.060235378e-06	p__Proteobacteria	3.060235378e-06	f__Enterobacteriaceae_g__Proteus
648	otu	0.0	p__Proteobacteria	0.0	f__Pasteurellaceae_Other
357	otu	0.0	p__Firmicutes	0.0	f__Aerococcaceae_g__Marinilactibacillus
356	otu	3.25417021913e-06	p__Firmicutes	3.25417021913e-06	Other_Other
809	otu	0.0	p__Proteobacteria	0.0	f__Hyphomonadaceae_g__
808	otu	1.55305685963e-05	p__Proteobacteria	1.55305685963e-05	f___g__
353	otu	0.0	p__[Thermi]	0.0	Other_Other
352	otu	5.20667235062e-06	p__Proteobacteria	5.20667235062e-06	f__Helicobacteraceae_g__Flexispira
351	otu	0.00193688211443	p__Proteobacteria	0.00193688211443	f__Rhodobacteraceae_Other
350	otu	1.43183489642e-05	p__Proteobacteria	1.43183489642e-05	f___g__
803	otu	0.000533049	p__Ascomycota	0.000533049	f__Incertae_sedis_g__Candida
802	otu	7.39550885538e-06	p__Firmicutes	7.39550885538e-06	f__Planococcaceae_g__Kurthia
801	otu	2.95820354215e-06	p__Proteobacteria	2.95820354215e-06	f__Shewanellaceae_g__Shewanella
800	otu	0.00015752433862	p__[Thermi]	0.00015752433862	f__Deinococcaceae_Other
807	otu	0.0273907461477	p__Firmicutes	0.0273907461477	f__Enterococcaceae_Other
806	otu	4.14148495902e-05	p__Firmicutes	4.14148495902e-05	f__Lachnospiraceae_g__Coprococcus
805	otu	4.43730531323e-06	p__Firmicutes	4.43730531323e-06	f__Gracilibacteraceae_g__Gracilibacter
804	otu	1.47910177107e-05	p__Proteobacteria	1.47910177107e-05	f__Helicobacteraceae_g__
216	otu	0.000696912920906	p__Proteobacteria	0.000696912920906	Other_Other
217	otu	8.75518744856e-07	Other	8.75518744856e-07	Other_Other
768	otu	0.0	p__Proteobacteria	0.0	f___g__
769	otu	1.84887721385e-05	p__Firmicutes	1.84887721385e-05	f__Paenibacillaceae_g__Paenibacillus
212	otu	0.000225008317428	p__Proteobacteria	0.000225008317428	Other_Other
213	otu	0.682171621443	p__Proteobacteria	0.682171621443	f__Pseudomonadaceae_g__Pseudomonas
210	otu	0.000131327811728	p__Proteobacteria	0.000131327811728	f__Methylobacteriaceae_g__Methylobacterium
211	otu	0.0	p__Proteobacteria	0.0	f__Syntrophobacteraceae_g__
762	otu	3.91961969336e-05	p__Euryarchaeota	3.91961969336e-05	f__Methanobacteriaceae_Other
763	otu	1.06441340303	p__Proteobacteria	1.06441340303	f__Moraxellaceae_g__
760	otu	0.0	p__Firmicutes	0.0	f__Veillonellaceae_g__Propionispora
761	otu	1.47910177108e-06	p__Proteobacteria	1.47910177108e-06	Other_Other
766	otu	0.000123504997885	p__Actinobacteria	0.000123504997885	Other_Other
767	otu	4.43730531324e-06	p__Proteobacteria	4.43730531324e-06	f__Acidithiobacillaceae_g__
764	otu	0.000201157840866	p__Proteobacteria	0.000201157840866	f___g__
765	otu	3.47588916203e-05	p__Firmicutes	3.47588916203e-05	f__Carnobacteriaceae_g__Carnobacterium
40	otu	0.000152340261605	p__Proteobacteria	0.000152340261605	f__Pseudomonadaceae_g__Azorhizophilus
41	otu	3.50207497942e-06	p__Proteobacteria	3.50207497942e-06	f__Syntrophaceae_g__Smithella
289	otu	7.81000852592e-06	p__Proteobacteria	7.81000852592e-06	f__Pseudomonadaceae_g__Azorhizophilus
288	otu	1.30166808765e-06	p__OP9	1.30166808765e-06	f___g__
4	otu	0.726404579471	p__Firmicutes	0.726404579471	f__Clostridiaceae_g__Clostridium
281	otu	2.15244544346	p__Euryarchaeota	2.15244544346	f__Methanobacteriaceae_g__Methanobrevibacter
280	otu	7.81000852593e-05	p__Actinobacteria	7.81000852593e-05	f__Corynebacteriaceae_g__Corynebacterium
283	otu	1.8874187271e-05	p__Proteobacteria	1.8874187271e-05	Other_Other
282	otu	0.000952821040164	p__Proteobacteria	0.000952821040164	f__Xanthomonadaceae_g__Stenotrophomonas
285	otu	8.59100937854e-05	p__Firmicutes	8.59100937854e-05	f__Bacillaceae_g__Anaerobacillus
284	otu	2.00638434991	p__Proteobacteria	2.00638434991	f__Rhodobacteraceae_g__Rhodobacter
287	otu	0.0	p__Firmicutes	0.0	f__Gracilibacteraceae_g__
286	otu	3.57958724105e-05	p__Firmicutes	3.57958724105e-05	f__Staphylococcaceae_g__Macrococcus
678	otu	6.12047075601e-06	p__Firmicutes	6.12047075601e-06	f___g__
679	otu	5.3554119115e-06	p__Proteobacteria	5.3554119115e-06	f__Pelobacteraceae_g__Pelobacter
674	otu	0.0014888045114	p__Firmicutes	0.0014888045114	f__Clostridiaceae_g__
675	otu	4.20782364475e-05	p__Firmicutes	4.20782364475e-05	Other_Other
676	otu	1.17960674445	p__Proteobacteria	1.17960674445	f__Enterobacteriaceae_g__
677	otu	0.000271595889798	p__Proteobacteria	0.000271595889798	f__Rhodobacteraceae_g__Loktanella
670	otu	5.3554119115e-06	p__Proteobacteria	5.3554119115e-06	f__Chromatiaceae_Other
671	otu	3.060235378e-06	p__AD3	3.060235378e-06	f___g__
672	otu	1.14758826675e-05	p__Proteobacteria	1.14758826675e-05	f__Thiotrichaceae_g__Thiothrix
673	otu	5.35541191151e-06	p__Proteobacteria	5.35541191151e-06	f__Chromatiaceae_g__
263	otu	1.30166808765e-06	p__Proteobacteria	1.30166808765e-06	Other_Other
262	otu	3.90500426295e-06	p__Firmicutes	3.90500426295e-06	f__Veillonellaceae_g__Propionispora
261	otu	4.55583830679e-06	p__Firmicutes	4.55583830679e-06	f__Bacillaceae_g__Thalassobacillus
260	otu	2.60333617531e-06	p__Proteobacteria	2.60333617531e-06	f__Desulfobulbaceae_g__
267	otu	1.30166808765e-06	p__Firmicutes	1.30166808765e-06	f__Carnobacteriaceae_g__Carnobacterium
266	otu	4.1653378805e-05	p__Proteobacteria	4.1653378805e-05	f___g__
265	otu	0.0555356689598	p__Proteobacteria	0.0555356689598	f__Moraxellaceae_g__
264	otu	0.00059356064797	p__Euryarchaeota	0.00059356064797	f__Methanobacteriaceae_Other
269	otu	0.0	p__Proteobacteria	0.0	f__Acidithiobacillaceae_g__
268	otu	0.000417184622093	p__Actinobacteria	0.000417184622093	Other_Other
59	otu	5.60331996708e-05	p__Firmicutes	5.60331996708e-05	f__Lachnospiraceae_g__Coprococcus
58	otu	5.25311246914e-06	p__Firmicutes	5.25311246914e-06	f__Gracilibacteraceae_g__Gracilibacter
55	otu	4.37759372428e-06	p__Firmicutes	4.37759372428e-06	f__Planococcaceae_g__Kurthia
54	otu	0.0	p__Proteobacteria	0.0	f__Shewanellaceae_g__Shewanella
57	otu	7.00414995885e-06	p__Proteobacteria	7.00414995885e-06	f__Helicobacteraceae_g__
56	otu	0.000214316	p__Ascomycota	0.000214316	f__Incertae_sedis_g__Candida
51	otu	0.000214316	p__Thermi	0.000214316	f__Deinococcaceae_g__Deinococcus
258	otu	1.30166808765e-06	p__Proteobacteria	1.30166808765e-06	f__Burkholderiaceae_g__Burkholderia
53	otu	0.000115568474321	p__[Thermi]	0.000115568474321	f__Deinococcaceae_Other
52	otu	0.0	p__Proteobacteria	0.0	f__[Chromatiaceae]_g__
537	otu	0.0	p__OP9	0.0	f___g__
536	otu	1.530117689e-06	p__Firmicutes	1.530117689e-06	f__Gracilibacteraceae_g__
535	otu	3.82529422251e-05	p__Firmicutes	3.82529422251e-05	f__Staphylococcaceae_g__Macrococcus
63	otu	0.0	p__Proteobacteria	0.0	f__Rhodobacteraceae_g__Rhodovulum
533	otu	2.13193834137	p__Proteobacteria	2.13193834137	f__Rhodobacteraceae_g__Rhodobacter
532	otu	5.9674589871e-05	p__Proteobacteria	5.9674589871e-05	Other_Other
531	otu	0.000771179315256	p__Proteobacteria	0.000771179315256	f__Xanthomonadaceae_g__Stenotrophomonas
530	otu	1.99711890674	p__Euryarchaeota	1.99711890674	f__Methanobacteriaceae_g__Methanobrevibacter
152	otu	0.0	p__Proteobacteria	0.0	Other_Other
539	otu	0.0	p__Proteobacteria	0.0	f__Syntrophaceae_g__Smithella
538	otu	3.28975303136e-05	p__Proteobacteria	3.28975303136e-05	f__Pseudomonadaceae_g__Azorhizophilus
775	otu	0.0	p__Proteobacteria	0.0	f__Rhodobacteraceae_g__Octadecabacter
988	otu	0.00295302668595	p__Proteobacteria	0.00295302668595	Other_Other
989	otu	7.39550885538e-07	p__Proteobacteria	7.39550885538e-07	f___g__
774	otu	0.0	p__Proteobacteria	0.0	f__Rhodospirillaceae_g__
982	otu	0.0	p__Proteobacteria	0.0	f__Rhizobiaceae_g__Sinorhizobium
983	otu	0.000105016225746	p__Proteobacteria	0.000105016225746	f__Moraxellaceae_g__Alkanindiges
980	otu	0.000815724626749	p__Firmicutes	0.000815724626749	f__Streptococcaceae_g__
981	otu	7.39550885538e-07	p__Euryarchaeota	7.39550885538e-07	Other_Other
986	otu	0.0	p__Actinobacteria	0.0	f__Nocardiaceae_Other
987	otu	5.9164070843e-06	p__Proteobacteria	5.9164070843e-06	Other_Other
984	otu	0.0	p__Proteobacteria	0.0	f__Enterobacteriaceae_g__Candidatus Blochmannia
50	otu	6.6539424609e-05	Other	6.6539424609e-05	Other_Other
115	otu	2.62655623457e-05	p__Proteobacteria	2.62655623457e-05	f__Xanthomonadaceae_g__
252	otu	0.0	p__Proteobacteria	0.0	f__Geobacteraceae_g__Geobacter
117	otu	3.50207497943e-06	p__Firmicutes	3.50207497943e-06	f__Carnobacteriaceae_g__Trichococcus
776	otu	4.43730531323e-06	p__Firmicutes	4.43730531323e-06	f__Lachnospiraceae_g__
111	otu	0.0	p__Proteobacteria	0.0	f__Bartonellaceae_g__
110	otu	6.56639058642e-05	p__Firmicutes	6.56639058642e-05	f__Clostridiaceae_g__Caloramator
113	otu	0.0	p__Proteobacteria	0.0	f__Thiotrichaceae_Other
69	otu	5.25311246914e-06	p__Proteobacteria	5.25311246914e-06	f__Enterobacteriaceae_g__Trabulsiella
771	otu	0.0	p__Bacteroidetes	0.0	f__[Weeksellaceae]_g__
119	otu	3.50207497942e-05	p__Proteobacteria	3.50207497942e-05	f__Alcanivoracaceae_g__Alcanivorax
118	otu	0.0075495981369	p__Firmicutes	0.0075495981369	f__Enterococcaceae_g__
770	otu	1.18328141686e-05	p__Proteobacteria	1.18328141686e-05	f__Bradyrhizobiaceae_g__
773	otu	5.10290111021e-05	p__Firmicutes	5.10290111021e-05	f__Enterococcaceae_g__Tetragenococcus
772	otu	0.0474407102055	p__Firmicutes	0.0474407102055	f__Planococcaceae_Other
429	otu	3.90500426296e-06	p__Firmicutes	3.90500426296e-06	f___g__
428	otu	0.000110641787451	p__Proteobacteria	0.000110641787451	f__Rhodobacteraceae_g__Loktanella
534	otu	0.000162957533879	p__Firmicutes	0.000162957533879	f__Bacillaceae_g__Anaerobacillus
919	otu	4.43730531323e-06	p__Proteobacteria	4.43730531323e-06	f__Chromatiaceae_Other
918	otu	2.95820354215e-06	p__Crenarchaeota	2.95820354215e-06	f__Thermoproteaceae_g__Vulcanisaeta
915	otu	8.87461062644e-06	p__Euryarchaeota	8.87461062644e-06	f__Methanocaldococcaceae_g__
914	otu	2.73633827649e-05	p__Bacteroidetes	2.73633827649e-05	f__Bacteroidaceae_Other
917	otu	7.39550885538e-07	p__Firmicutes	7.39550885538e-07	f__Clostridiaceae_g__Oxobacter
916	otu	5.17685619877e-06	p__Proteobacteria	5.17685619877e-06	f__Neisseriaceae_g__Eikenella
911	otu	0.0	p__Firmicutes	0.0	f__Ruminococcaceae_Other
910	otu	4.28939513612e-05	p__Firmicutes	4.28939513612e-05	f__Gemellaceae_g__
913	otu	0.000344630712661	p__Firmicutes	0.000344630712661	f__Planococcaceae_g__Viridibacillus
912	otu	3.77170951624e-05	p__Proteobacteria	3.77170951624e-05	f___g__
308	otu	0.0	p__Firmicutes	0.0	f__Lachnospiraceae_g__Coprococcus
309	otu	0.000361212894324	p__Firmicutes	0.000361212894324	f__Enterococcaceae_Other
855	otu	2.21865265661e-06	p__Firmicutes	2.21865265661e-06	f__Aerococcaceae_g__Marinilactibacillus
300	otu	0.000214316	p__Thermi	0.000214316	f__Deinococcaceae_g__Deinococcus
301	otu	3.90500426296e-06	p__Proteobacteria	3.90500426296e-06	f__[Chromatiaceae]_g__
302	otu	4.55583830678e-06	p__[Thermi]	4.55583830678e-06	f__Deinococcaceae_Other
303	otu	0.0	p__Proteobacteria	0.0	f__Shewanellaceae_g__Shewanella
304	otu	5.85750639443e-06	p__Firmicutes	5.85750639443e-06	f__Planococcaceae_g__Kurthia
305	otu	0.000214316	p__Ascomycota	0.000214316	f__Incertae_sedis_g__Candida
306	otu	0.0	p__Proteobacteria	0.0	f__Helicobacteraceae_g__
307	otu	3.90500426296e-06	p__Firmicutes	3.90500426296e-06	f__Gracilibacteraceae_g__Gracilibacter
895	otu	7.39550885538e-07	p__Proteobacteria	7.39550885538e-07	f__Enterobacteriaceae_g__Salmonella
825	otu	9.68811660053e-05	p__Firmicutes	9.68811660053e-05	f__Ruminococcaceae_g__
824	otu	1.99678739095e-05	p__Proteobacteria	1.99678739095e-05	f__Rhodobacteraceae_g__Paracoccus
827	otu	0.0154521762024	p__Firmicutes	0.0154521762024	f___g__
