Precison-Recall Output 
Values: precision,recall,f-measure,true positive, false positive,false negative
Set	Level_Method	Level	Method	Sample	P	R	F	TP	FP	FN
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	Mock.3	0.444444444444444	1	0.615384615384615	4	5	0
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	Mock.2	0.444444444444444	1	0.615384615384615	4	5	0
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	Mock.1	0.444444444444444	1	0.615384615384615	4	5	0
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	Mock.3	0.5	1	0.666666666666667	4	4	0
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	Mock.2	0.5	1	0.666666666666667	4	4	0
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	Mock.1	0.5	1	0.666666666666667	4	4	0
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	Mock.3	0.571428571428571	1	0.727272727272727	4	3	0
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	Mock.2	0.571428571428571	1	0.727272727272727	4	3	0
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	Mock.1	0.571428571428571	1	0.727272727272727	4	3	0
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	Mock.3	0.444444444444444	1	0.615384615384615	4	5	0
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	Mock.2	0.444444444444444	1	0.615384615384615	4	5	0
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	Mock.1	0.444444444444444	1	0.615384615384615	4	5	0
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	Mock.3	0.571428571428571	1	0.727272727272727	4	3	0
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	Mock.2	0.571428571428571	1	0.727272727272727	4	3	0
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	Mock.1	0.571428571428571	1	0.727272727272727	4	3	0
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	Mock.3	0.5	1	0.666666666666667	4	4	0
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	Mock.2	0.5	1	0.666666666666667	4	4	0
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	Mock.1	0.5	1	0.666666666666667	4	4	0
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	Mock.3	0.571428571428571	1	0.727272727272727	4	3	0
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	Mock.2	0.571428571428571	1	0.727272727272727	4	3	0
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	Mock.1	0.571428571428571	1	0.727272727272727	4	3	0
4 rtax_single	4 rtax_single	4	rtax_single	Mock.3	0.5	1	0.666666666666667	4	4	0
4 rtax_single	4 rtax_single	4	rtax_single	Mock.2	0.5	1	0.666666666666667	4	4	0
4 rtax_single	4 rtax_single	4	rtax_single	Mock.1	0.5	1	0.666666666666667	4	4	0
4 blast_0.0001	4 blast_0.0001	4	blast_0.0001	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 blast_1e-06	4 blast_1e-06	4	blast_1e-06	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 mothur_0.0	4 mothur_0.0	4	mothur_0.0	EUK.Mock.1	0.111111111111111	0.8	0.195121951219512	4	32	1
4 mothur_0.3	4 mothur_0.3	4	mothur_0.3	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 mothur_0.6	4 mothur_0.6	4	mothur_0.6	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_0.9	4 mothur_0.9	4	mothur_0.9	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.1	4 rdp_0.1	4	rdp_0.1	EUK.Mock.1	0.16	0.8	0.266666666666667	4	21	1
4 rdp_0.4	4 rdp_0.4	4	rdp_0.4	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.7	4 rdp_0.7	4	rdp_0.7	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_1.0	4 rdp_1.0	4	rdp_1.0	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 blast_1.0	4 blast_1.0	4	blast_1.0	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 blast_1e-10	4 blast_1e-10	4	blast_1e-10	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 mothur_0.1	4 mothur_0.1	4	mothur_0.1	EUK.Mock.1	0.153846153846154	0.8	0.258064516129032	4	22	1
4 mothur_0.4	4 mothur_0.4	4	mothur_0.4	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_0.7	4 mothur_0.7	4	mothur_0.7	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_1.0	4 mothur_1.0	4	mothur_1.0	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 rdp_0.2	4 rdp_0.2	4	rdp_0.2	EUK.Mock.1	0.307692307692308	0.8	0.444444444444444	4	9	1
4 rdp_0.5	4 rdp_0.5	4	rdp_0.5	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.8	4 rdp_0.8	4	rdp_0.8	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 blast_100.0	4 blast_100.0	4	blast_100.0	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 blast_1e-30	4 blast_1e-30	4	blast_1e-30	EUK.Mock.1	0.571428571428571	0.8	0.666666666666667	4	3	1
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	EUK.Mock.1	0.285714285714286	0.8	0.421052631578947	4	10	1
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	EUK.Mock.1	0.111111111111111	0.8	0.195121951219512	4	32	1
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	EUK.Mock.1	0.363636363636364	0.8	0.5	4	7	1
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rtax_single	4 rtax_single	4	rtax_single	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 blast_0.0001	4 blast_0.0001	4	blast_0.0001	MockMiSeq.even	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 blast_1e-06	4 blast_1e-06	4	blast_1e-06	MockMiSeq.even	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 mothur_0.0	4 mothur_0.0	4	mothur_0.0	MockMiSeq.even	0.333333333333333	0.857142857142857	0.48	6	12	1
4 mothur_0.3	4 mothur_0.3	4	mothur_0.3	MockMiSeq.even	0.315789473684211	0.857142857142857	0.461538461538462	6	13	1
4 mothur_0.6	4 mothur_0.6	4	mothur_0.6	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 mothur_0.9	4 mothur_0.9	4	mothur_0.9	MockMiSeq.even	0.260869565217391	0.857142857142857	0.4	6	17	1
4 rdp_0.1	4 rdp_0.1	4	rdp_0.1	MockMiSeq.even	0.315789473684211	0.857142857142857	0.461538461538462	6	13	1
4 rdp_0.4	4 rdp_0.4	4	rdp_0.4	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.7	4 rdp_0.7	4	rdp_0.7	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_1.0	4 rdp_1.0	4	rdp_1.0	MockMiSeq.even	0.25	0.857142857142857	0.387096774193548	6	18	1
4 blast_1.0	4 blast_1.0	4	blast_1.0	MockMiSeq.even	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 blast_1e-10	4 blast_1e-10	4	blast_1e-10	MockMiSeq.even	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 mothur_0.1	4 mothur_0.1	4	mothur_0.1	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 mothur_0.4	4 mothur_0.4	4	mothur_0.4	MockMiSeq.even	0.315789473684211	0.857142857142857	0.461538461538462	6	13	1
4 mothur_0.7	4 mothur_0.7	4	mothur_0.7	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 mothur_1.0	4 mothur_1.0	4	mothur_1.0	MockMiSeq.even	0.25	0.857142857142857	0.387096774193548	6	18	1
4 rdp_0.2	4 rdp_0.2	4	rdp_0.2	MockMiSeq.even	0.315789473684211	0.857142857142857	0.461538461538462	6	13	1
4 rdp_0.5	4 rdp_0.5	4	rdp_0.5	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.8	4 rdp_0.8	4	rdp_0.8	MockMiSeq.even	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 blast_100.0	4 blast_100.0	4	blast_100.0	MockMiSeq.even	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 blast_1e-30	4 blast_1e-30	4	blast_1e-30	MockMiSeq.even	0.315789473684211	0.857142857142857	0.461538461538462	6	13	1
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	MockMiSeq.even	0.315789473684211	0.857142857142857	0.461538461538462	6	13	1
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	MockMiSeq.even	0.315789473684211	0.857142857142857	0.461538461538462	6	13	1
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	MockMiSeq.even	0.333333333333333	0.857142857142857	0.48	6	12	1
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	MockMiSeq.even	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	MockMiSeq.even	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	MockMiSeq.even	0.260869565217391	0.857142857142857	0.4	6	17	1
4 rtax_single	4 rtax_single	4	rtax_single	MockMiSeq.even	0.260869565217391	0.857142857142857	0.4	6	17	1
4 blast_0.0001	4 blast_0.0001	4	blast_0.0001	Even1	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_0.0001	4 blast_0.0001	4	blast_0.0001	Even4	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_0.0001	4 blast_0.0001	4	blast_0.0001	Even3	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1e-06	4 blast_1e-06	4	blast_1e-06	Even1	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1e-06	4 blast_1e-06	4	blast_1e-06	Even4	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1e-06	4 blast_1e-06	4	blast_1e-06	Even3	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 mothur_0.0	4 mothur_0.0	4	mothur_0.0	Even1	0.171428571428571	0.857142857142857	0.285714285714286	6	29	1
4 mothur_0.0	4 mothur_0.0	4	mothur_0.0	Even4	0.171428571428571	0.857142857142857	0.285714285714286	6	29	1
4 mothur_0.0	4 mothur_0.0	4	mothur_0.0	Even3	0.171428571428571	0.857142857142857	0.285714285714286	6	29	1
4 mothur_0.3	4 mothur_0.3	4	mothur_0.3	Even1	0.214285714285714	0.857142857142857	0.342857142857143	6	22	1
4 mothur_0.3	4 mothur_0.3	4	mothur_0.3	Even4	0.214285714285714	0.857142857142857	0.342857142857143	6	22	1
4 mothur_0.3	4 mothur_0.3	4	mothur_0.3	Even3	0.214285714285714	0.857142857142857	0.342857142857143	6	22	1
4 mothur_0.6	4 mothur_0.6	4	mothur_0.6	Even1	0.272727272727273	0.857142857142857	0.413793103448276	6	16	1
4 mothur_0.6	4 mothur_0.6	4	mothur_0.6	Even4	0.272727272727273	0.857142857142857	0.413793103448276	6	16	1
4 mothur_0.6	4 mothur_0.6	4	mothur_0.6	Even3	0.272727272727273	0.857142857142857	0.413793103448276	6	16	1
4 mothur_0.9	4 mothur_0.9	4	mothur_0.9	Even1	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 mothur_0.9	4 mothur_0.9	4	mothur_0.9	Even4	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 mothur_0.9	4 mothur_0.9	4	mothur_0.9	Even3	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.1	4 rdp_0.1	4	rdp_0.1	Even1	0.171428571428571	0.857142857142857	0.285714285714286	6	29	1
4 rdp_0.1	4 rdp_0.1	4	rdp_0.1	Even4	0.171428571428571	0.857142857142857	0.285714285714286	6	29	1
4 rdp_0.1	4 rdp_0.1	4	rdp_0.1	Even3	0.171428571428571	0.857142857142857	0.285714285714286	6	29	1
4 rdp_0.4	4 rdp_0.4	4	rdp_0.4	Even1	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.4	4 rdp_0.4	4	rdp_0.4	Even4	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.4	4 rdp_0.4	4	rdp_0.4	Even3	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.7	4 rdp_0.7	4	rdp_0.7	Even1	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.7	4 rdp_0.7	4	rdp_0.7	Even4	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.7	4 rdp_0.7	4	rdp_0.7	Even3	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_1.0	4 rdp_1.0	4	rdp_1.0	Even1	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_1.0	4 rdp_1.0	4	rdp_1.0	Even4	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_1.0	4 rdp_1.0	4	rdp_1.0	Even3	0.3	0.857142857142857	0.444444444444444	6	14	1
4 blast_1.0	4 blast_1.0	4	blast_1.0	Even1	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1.0	4 blast_1.0	4	blast_1.0	Even4	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1.0	4 blast_1.0	4	blast_1.0	Even3	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1e-10	4 blast_1e-10	4	blast_1e-10	Even1	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1e-10	4 blast_1e-10	4	blast_1e-10	Even4	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1e-10	4 blast_1e-10	4	blast_1e-10	Even3	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 mothur_0.1	4 mothur_0.1	4	mothur_0.1	Even1	0.162162162162162	0.857142857142857	0.272727272727273	6	31	1
4 mothur_0.1	4 mothur_0.1	4	mothur_0.1	Even4	0.162162162162162	0.857142857142857	0.272727272727273	6	31	1
4 mothur_0.1	4 mothur_0.1	4	mothur_0.1	Even3	0.162162162162162	0.857142857142857	0.272727272727273	6	31	1
4 mothur_0.4	4 mothur_0.4	4	mothur_0.4	Even1	0.260869565217391	0.857142857142857	0.4	6	17	1
4 mothur_0.4	4 mothur_0.4	4	mothur_0.4	Even4	0.260869565217391	0.857142857142857	0.4	6	17	1
4 mothur_0.4	4 mothur_0.4	4	mothur_0.4	Even3	0.260869565217391	0.857142857142857	0.4	6	17	1
4 mothur_0.7	4 mothur_0.7	4	mothur_0.7	Even1	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 mothur_0.7	4 mothur_0.7	4	mothur_0.7	Even4	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 mothur_0.7	4 mothur_0.7	4	mothur_0.7	Even3	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 mothur_1.0	4 mothur_1.0	4	mothur_1.0	Even1	0.3	0.857142857142857	0.444444444444444	6	14	1
4 mothur_1.0	4 mothur_1.0	4	mothur_1.0	Even4	0.3	0.857142857142857	0.444444444444444	6	14	1
4 mothur_1.0	4 mothur_1.0	4	mothur_1.0	Even3	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.2	4 rdp_0.2	4	rdp_0.2	Even1	0.1875	0.857142857142857	0.307692307692308	6	26	1
4 rdp_0.2	4 rdp_0.2	4	rdp_0.2	Even4	0.1875	0.857142857142857	0.307692307692308	6	26	1
4 rdp_0.2	4 rdp_0.2	4	rdp_0.2	Even3	0.1875	0.857142857142857	0.307692307692308	6	26	1
4 rdp_0.5	4 rdp_0.5	4	rdp_0.5	Even1	0.260869565217391	0.857142857142857	0.4	6	17	1
4 rdp_0.5	4 rdp_0.5	4	rdp_0.5	Even4	0.260869565217391	0.857142857142857	0.4	6	17	1
4 rdp_0.5	4 rdp_0.5	4	rdp_0.5	Even3	0.260869565217391	0.857142857142857	0.4	6	17	1
4 rdp_0.8	4 rdp_0.8	4	rdp_0.8	Even1	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.8	4 rdp_0.8	4	rdp_0.8	Even4	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.8	4 rdp_0.8	4	rdp_0.8	Even3	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 blast_100.0	4 blast_100.0	4	blast_100.0	Even1	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_100.0	4 blast_100.0	4	blast_100.0	Even4	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_100.0	4 blast_100.0	4	blast_100.0	Even3	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 blast_1e-30	4 blast_1e-30	4	blast_1e-30	Even1	0.260869565217391	0.857142857142857	0.4	6	17	1
4 blast_1e-30	4 blast_1e-30	4	blast_1e-30	Even4	0.260869565217391	0.857142857142857	0.4	6	17	1
4 blast_1e-30	4 blast_1e-30	4	blast_1e-30	Even3	0.260869565217391	0.857142857142857	0.4	6	17	1
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	Even1	0.181818181818182	0.857142857142857	0.3	6	27	1
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	Even4	0.181818181818182	0.857142857142857	0.3	6	27	1
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	Even3	0.181818181818182	0.857142857142857	0.3	6	27	1
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	Even1	0.272727272727273	0.857142857142857	0.413793103448276	6	16	1
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	Even4	0.272727272727273	0.857142857142857	0.413793103448276	6	16	1
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	Even3	0.272727272727273	0.857142857142857	0.413793103448276	6	16	1
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	Even1	0.3	0.857142857142857	0.444444444444444	6	14	1
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	Even4	0.3	0.857142857142857	0.444444444444444	6	14	1
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	Even3	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	Even1	0.176470588235294	0.857142857142857	0.292682926829268	6	28	1
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	Even4	0.176470588235294	0.857142857142857	0.292682926829268	6	28	1
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	Even3	0.176470588235294	0.857142857142857	0.292682926829268	6	28	1
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	Even1	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	Even4	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	Even3	0.222222222222222	0.857142857142857	0.352941176470588	6	21	1
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	Even1	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	Even4	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	Even3	0.285714285714286	0.857142857142857	0.428571428571429	6	15	1
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	Even1	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	Even4	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	Even3	0.3	0.857142857142857	0.444444444444444	6	14	1
4 rtax_single	4 rtax_single	4	rtax_single	Even1	0.24	0.857142857142857	0.375	6	19	1
4 rtax_single	4 rtax_single	4	rtax_single	Even4	0.24	0.857142857142857	0.375	6	19	1
4 rtax_single	4 rtax_single	4	rtax_single	Even3	0.24	0.857142857142857	0.375	6	19	1
5 blast_0.0001	5 blast_0.0001	5	blast_0.0001	HMPMockV1.1.Even1	0.722222222222222	0.619047619047619	0.666666666666667	13	5	8
5 blast_0.0001	5 blast_0.0001	5	blast_0.0001	HMPMockV1.1.Even2	0.75	0.789473684210526	0.769230769230769	15	5	4
5 blast_0.0001	5 blast_0.0001	5	blast_0.0001	HMPMockV1.2.Staggered2	0.6875	0.478260869565217	0.564102564102564	11	5	12
5 blast_0.0001	5 blast_0.0001	5	blast_0.0001	HMPMockV1.2.Staggered1	0.6875	0.478260869565217	0.564102564102564	11	5	12
5 blast_1e-06	5 blast_1e-06	5	blast_1e-06	HMPMockV1.1.Even1	0.722222222222222	0.619047619047619	0.666666666666667	13	5	8
5 blast_1e-06	5 blast_1e-06	5	blast_1e-06	HMPMockV1.1.Even2	0.75	0.789473684210526	0.769230769230769	15	5	4
5 blast_1e-06	5 blast_1e-06	5	blast_1e-06	HMPMockV1.2.Staggered2	0.6875	0.478260869565217	0.564102564102564	11	5	12
5 blast_1e-06	5 blast_1e-06	5	blast_1e-06	HMPMockV1.2.Staggered1	0.6875	0.478260869565217	0.564102564102564	11	5	12
5 mothur_0.0	5 mothur_0.0	5	mothur_0.0	HMPMockV1.1.Even1	0.764705882352941	0.65	0.702702702702703	13	4	7
5 mothur_0.0	5 mothur_0.0	5	mothur_0.0	HMPMockV1.1.Even2	0.777777777777778	0.736842105263158	0.756756756756757	14	4	5
5 mothur_0.0	5 mothur_0.0	5	mothur_0.0	HMPMockV1.2.Staggered2	0.733333333333333	0.5	0.594594594594595	11	4	11
5 mothur_0.0	5 mothur_0.0	5	mothur_0.0	HMPMockV1.2.Staggered1	0.714285714285714	0.434782608695652	0.54054054054054	10	4	13
5 mothur_0.3	5 mothur_0.3	5	mothur_0.3	HMPMockV1.1.Even1	0.722222222222222	0.65	0.684210526315789	13	5	7
5 mothur_0.3	5 mothur_0.3	5	mothur_0.3	HMPMockV1.1.Even2	0.736842105263158	0.736842105263158	0.736842105263158	14	5	5
5 mothur_0.3	5 mothur_0.3	5	mothur_0.3	HMPMockV1.2.Staggered2	0.6875	0.5	0.578947368421053	11	5	11
5 mothur_0.3	5 mothur_0.3	5	mothur_0.3	HMPMockV1.2.Staggered1	0.666666666666667	0.434782608695652	0.526315789473684	10	5	13
5 mothur_0.6	5 mothur_0.6	5	mothur_0.6	HMPMockV1.1.Even1	0.764705882352941	0.65	0.702702702702703	13	4	7
5 mothur_0.6	5 mothur_0.6	5	mothur_0.6	HMPMockV1.1.Even2	0.777777777777778	0.736842105263158	0.756756756756757	14	4	5
5 mothur_0.6	5 mothur_0.6	5	mothur_0.6	HMPMockV1.2.Staggered2	0.733333333333333	0.5	0.594594594594595	11	4	11
5 mothur_0.6	5 mothur_0.6	5	mothur_0.6	HMPMockV1.2.Staggered1	0.692307692307692	0.375	0.486486486486486	9	4	15
5 mothur_0.9	5 mothur_0.9	5	mothur_0.9	HMPMockV1.1.Even1	0.722222222222222	0.65	0.684210526315789	13	5	7
5 mothur_0.9	5 mothur_0.9	5	mothur_0.9	HMPMockV1.1.Even2	0.736842105263158	0.736842105263158	0.736842105263158	14	5	5
5 mothur_0.9	5 mothur_0.9	5	mothur_0.9	HMPMockV1.2.Staggered2	0.6875	0.5	0.578947368421053	11	5	11
5 mothur_0.9	5 mothur_0.9	5	mothur_0.9	HMPMockV1.2.Staggered1	0.642857142857143	0.375	0.473684210526316	9	5	15
5 rdp_0.1	5 rdp_0.1	5	rdp_0.1	HMPMockV1.1.Even1	0.722222222222222	0.65	0.684210526315789	13	5	7
5 rdp_0.1	5 rdp_0.1	5	rdp_0.1	HMPMockV1.1.Even2	0.736842105263158	0.736842105263158	0.736842105263158	14	5	5
5 rdp_0.1	5 rdp_0.1	5	rdp_0.1	HMPMockV1.2.Staggered2	0.6875	0.5	0.578947368421053	11	5	11
5 rdp_0.1	5 rdp_0.1	5	rdp_0.1	HMPMockV1.2.Staggered1	0.666666666666667	0.434782608695652	0.526315789473684	10	5	13
5 rdp_0.4	5 rdp_0.4	5	rdp_0.4	HMPMockV1.1.Even1	0.722222222222222	0.65	0.684210526315789	13	5	7
5 rdp_0.4	5 rdp_0.4	5	rdp_0.4	HMPMockV1.1.Even2	0.736842105263158	0.736842105263158	0.736842105263158	14	5	5
5 rdp_0.4	5 rdp_0.4	5	rdp_0.4	HMPMockV1.2.Staggered2	0.6875	0.5	0.578947368421053	11	5	11
5 rdp_0.4	5 rdp_0.4	5	rdp_0.4	HMPMockV1.2.Staggered1	0.666666666666667	0.434782608695652	0.526315789473684	10	5	13
5 rdp_0.7	5 rdp_0.7	5	rdp_0.7	HMPMockV1.1.Even1	0.764705882352941	0.65	0.702702702702703	13	4	7
5 rdp_0.7	5 rdp_0.7	5	rdp_0.7	HMPMockV1.1.Even2	0.777777777777778	0.736842105263158	0.756756756756757	14	4	5
5 rdp_0.7	5 rdp_0.7	5	rdp_0.7	HMPMockV1.2.Staggered2	0.733333333333333	0.5	0.594594594594595	11	4	11
5 rdp_0.7	5 rdp_0.7	5	rdp_0.7	HMPMockV1.2.Staggered1	0.692307692307692	0.375	0.486486486486486	9	4	15
5 rdp_1.0	5 rdp_1.0	5	rdp_1.0	HMPMockV1.1.Even1	0.611111111111111	0.523809523809524	0.564102564102564	11	7	10
5 rdp_1.0	5 rdp_1.0	5	rdp_1.0	HMPMockV1.1.Even2	0.65	0.684210526315789	0.666666666666667	13	7	6
5 rdp_1.0	5 rdp_1.0	5	rdp_1.0	HMPMockV1.2.Staggered2	0.588235294117647	0.454545454545455	0.512820512820513	10	7	12
5 rdp_1.0	5 rdp_1.0	5	rdp_1.0	HMPMockV1.2.Staggered1	0.5	0.28	0.358974358974359	7	7	18
5 blast_1.0	5 blast_1.0	5	blast_1.0	HMPMockV1.1.Even1	0.722222222222222	0.619047619047619	0.666666666666667	13	5	8
5 blast_1.0	5 blast_1.0	5	blast_1.0	HMPMockV1.1.Even2	0.75	0.789473684210526	0.769230769230769	15	5	4
5 blast_1.0	5 blast_1.0	5	blast_1.0	HMPMockV1.2.Staggered2	0.6875	0.478260869565217	0.564102564102564	11	5	12
5 blast_1.0	5 blast_1.0	5	blast_1.0	HMPMockV1.2.Staggered1	0.6875	0.478260869565217	0.564102564102564	11	5	12
5 blast_1e-10	5 blast_1e-10	5	blast_1e-10	HMPMockV1.1.Even1	0.722222222222222	0.619047619047619	0.666666666666667	13	5	8
5 blast_1e-10	5 blast_1e-10	5	blast_1e-10	HMPMockV1.1.Even2	0.75	0.789473684210526	0.769230769230769	15	5	4
